fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,bag_id,species_capture,species_capture_other,capture_type,capture_type_other,capture_mark_recapture,time_of_capture,body_temperature,microhabitat_type,microhabitat_temperature,life_stage,life_stage_other,sex,sex_other,snout_vent_length,body_and_bag_mass,bag_mass,body_mass,collected_toe_clip,toe_clip_tube_id,toe_clip_tube_id_other,collected_bd_swab,bd_swab_tube_id,collected_bacterial_swab,bacterial_swab_tube_id,collected_mucus_sample,mucusome_id,norep_dose_135mgml,norep_dose_0675mgml,norep_bathvolume_50ml_acid_1ml,norep_bathvolume_100ml_acid_2ml,norep_bathvolume_200ml_acid_4ml,ul_of_norep_135mgml,ul_of_norep_0675mgml,photo_ventral,photo_ventral_caption,photo_ventral_url,photo_dorsal,photo_dorsal_caption,photo_dorsal_url,capture_comments
c16789c8-7663-40a8-bb07-3a5a66bb41dc,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696124,-80.4559656,POINT (-80.4559656 41.5696124),2022-05-06 03:44:24 UTC,2022-05-06 03:52:34 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,21:18,,Water,,Adult,,Female,,84.4,72,10.2,61.8,,,,yes,,,,,,,,,,,,,,,,01c87fc6-11ca-4710-8429-0fe45b7e5110,,https://web.fulcrumapp.com/photos/view?photos=01c87fc6-11ca-4710-8429-0fe45b7e5110,2022-05-05 Phelps raca #5
a95c9939-9497-4a40-a4cb-61e1d2388da6,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696535,-80.45593,POINT (-80.45593 41.5696535),2022-05-06 03:52:49 UTC,2022-05-06 03:56:57 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,22:24,,Water,14.1,Adult,,Male,,77,61,10.2,50.8,,,,yes,,,,,,,,,,,,,2c312846-ac55-4604-9552-6fe99f302e74,,https://web.fulcrumapp.com/photos/view?photos=2c312846-ac55-4604-9552-6fe99f302e74,0be82b37-78ca-430d-9d91-25a801dc08d0,,https://web.fulcrumapp.com/photos/view?photos=0be82b37-78ca-430d-9d91-25a801dc08d0,2022-05-05 Phelps racl #6
9f29312f-80b9-40ed-a26c-13fdc9ffe29c,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696536,-80.4559295,POINT (-80.4559295 41.5696536),2022-05-06 03:57:43 UTC,2022-05-06 04:01:52 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,21:49,,Water,14.4,Adult,,Female,,67,38,9.8,28.2,,,,yes,,,,,,,,,,,,,c1334fdc-bdf4-48af-8507-7d5b1ddf78fa,,https://web.fulcrumapp.com/photos/view?photos=c1334fdc-bdf4-48af-8507-7d5b1ddf78fa,a9bdb464-de50-4770-9a81-feee57d42335,,https://web.fulcrumapp.com/photos/view?photos=a9bdb464-de50-4770-9a81-feee57d42335,2022-05-05 Phelps racl #7
dee5814f-c7b1-4ae2-9278-2d4f642d25c2,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696537,-80.4559292,POINT (-80.4559292 41.5696537),2022-05-06 04:02:24 UTC,2022-05-06 04:07:44 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,09:21,16,Water,15.7,,,Female,,59.5,26,6.6,19.4,,,,yes,,,,,,,,,,,,,dd9f199b-dcf0-4022-9c72-14eb955f7685,,https://web.fulcrumapp.com/photos/view?photos=dd9f199b-dcf0-4022-9c72-14eb955f7685,c3b507ba-5173-4749-b9b7-56ed1e6607ca,,https://web.fulcrumapp.com/photos/view?photos=c3b507ba-5173-4749-b9b7-56ed1e6607ca,2022-05-05 Phelps racl #8; red groin
c03ba092-406b-430c-bfa6-915c1714eb26,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696356,-80.455629,POINT (-80.455629 41.5696356),2022-05-06 04:07:55 UTC,2022-05-06 04:13:25 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,09:46,,Emergent Vegetation (Lower than 1m),14.3,Adult,,Male,,60.4,27.5,6.8,20.7,,,,,,yes,,,,,,,,,,,7c4691db-27d8-4ab9-8490-22d9abb32e1e,,https://web.fulcrumapp.com/photos/view?photos=7c4691db-27d8-4ab9-8490-22d9abb32e1e,bb7cc461-f1c3-4172-a72c-7b5c7b90faed,,https://web.fulcrumapp.com/photos/view?photos=bb7cc461-f1c3-4172-a72c-7b5c7b90faed,2022-05-05 Phelps raca #9
e1685b88-7c49-401f-b317-f7ac53cbd522,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696534,-80.4559301,POINT (-80.4559301 41.5696534),2022-05-06 04:13:54 UTC,2022-05-06 04:18:17 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,08:52,15.5,Water,15.5,Adult,,Male,,73.9,53,8.6,44.4,,,,yes,,,,,,,,,,,,,357e4387-9452-46ff-b5a3-363c1d34ae96,,https://web.fulcrumapp.com/photos/view?photos=357e4387-9452-46ff-b5a3-363c1d34ae96,2307de61-719b-4623-835d-f8a2487069e1,,https://web.fulcrumapp.com/photos/view?photos=2307de61-719b-4623-835d-f8a2487069e1,2022-05-05 Phelps racl #10
f7b76a20-3c87-4bcf-98b9-282aef63c0bf,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.569631,-80.4558516,POINT (-80.4558516 41.569631),2022-05-06 04:18:30 UTC,2022-05-06 04:26:04 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,09:13,12.6,Emergent Vegetation (Lower than 1m),12.6,Adult,,Male,,28.8,7.6,6.2,1.3999999999999995,,,,yes,,,,,,,,,,,,,cfe6dc00-daeb-4a34-be8d-db6475097045,,https://web.fulcrumapp.com/photos/view?photos=cfe6dc00-daeb-4a34-be8d-db6475097045,5f31d76a-d074-4b63-869f-a7642b94a04c,,https://web.fulcrumapp.com/photos/view?photos=5f31d76a-d074-4b63-869f-a7642b94a04c,2022-05-05 Phelps pscr #11; skin tag on throat
22f279ac-4cca-40d3-bbc2-ad2befb1be2f,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696485,-80.4559553,POINT (-80.4559553 41.5696485),2022-05-06 04:26:09 UTC,2022-05-06 04:30:46 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,09:14,12.3,Emergent Vegetation (Lower than 1m),12.6,Adult,,Male,,28,7.3,6,1.2999999999999998,,,,yes,,,,,,,,,,,,,546e5a5f-a38c-4e77-99b7-2338d05f7206,,https://web.fulcrumapp.com/photos/view?photos=546e5a5f-a38c-4e77-99b7-2338d05f7206,2a102a54-0980-4719-ad2d-7b4913a06847,,https://web.fulcrumapp.com/photos/view?photos=2a102a54-0980-4719-ad2d-7b4913a06847,2022-05-05 Phelps pscr #12
f9394cd0-4ea9-4667-94c0-c79c5631249d,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5696881,-80.4558676,POINT (-80.4558676 41.5696881),2022-05-06 04:30:47 UTC,2022-05-06 04:35:38 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,08:43,13,Emergent Vegetation (Lower than 1m),13,Adult,,Male,,27.2,7.2,6,1.2000000000000002,,,,yes,,,,,,,,,,,,,35369093-9d6a-43c8-967d-8fd588ebf40f,,https://web.fulcrumapp.com/photos/view?photos=35369093-9d6a-43c8-967d-8fd588ebf40f,21f8ac74-ff20-486e-afa7-271c47c85566,,https://web.fulcrumapp.com/photos/view?photos=21f8ac74-ff20-486e-afa7-271c47c85566,2022-05-05 Phelps pscr #13
e0bd653e-09f4-4922-8e31-7c0d16b59e1e,81918035-8727-4979-ae70-dd9eb29b3676,81918035-8727-4979-ae70-dd9eb29b3676,2,41.5697635,-80.4557984,POINT (-80.4557984 41.5697635),2022-05-06 04:35:45 UTC,2022-05-06 04:41:38 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,08:48,12.5,Emergent Vegetation (Lower than 1m),12.8,Adult,,Male,,30.7,7.9,6.2,1.7000000000000002,,,,yes,,,,,,,,,,,,,e9b7a3b8-828f-473c-b0a6-58fdfe4d4777,,https://web.fulcrumapp.com/photos/view?photos=e9b7a3b8-828f-473c-b0a6-58fdfe4d4777,dd3a4011-d460-472c-818b-e60eb197ceda,,https://web.fulcrumapp.com/photos/view?photos=dd3a4011-d460-472c-818b-e60eb197ceda,2022-05-05 Phelps pscr #14
64c282ce-8b0b-437c-8265-dd9b567b5c73,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6418427,-80.4280309,POINT (-80.4280309 41.6418427),2022-05-12 03:05:23 UTC,2022-05-12 18:28:12 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,21:11,,Tree/Log/Bush (Lower than 1m),16.8,Adult,,Male,,24.8,3.5,2.5,1,,,,yes,2022-05-11-admin-pscr1,,,,,,,,,,,,,,,,,,2022-05-11 admin pscr #1
bde5161f-9714-404f-a2d1-b6af95f09a13,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419323,-80.4280431,POINT (-80.4280431 41.6419323),2022-05-12 03:16:22 UTC,2022-05-12 03:21:35 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,22:45,,Water,17.7,Juvenile,,Unknown,,49.6,15,3.6,11.4,,,,yes,2022-05-11-admin-raca2,,,yes,,,,,,,,,,,,,,,
5dd5a405-f929-4968-ad9d-a7a5c24c4383,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6418655,-80.4280861,POINT (-80.4280861 41.6418655),2022-05-12 03:21:37 UTC,2022-05-12 03:27:01 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,22:55,17.1,Water,17.2,Adult,,Female,,78.2,58,16.5,41.5,,,,yes,2022-05-11-admin-raca3,,,,,,,,,,,,,,,,,,
2b83d388-4dad-4298-9e53-d196955666a2,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6418883,-80.4279967,POINT (-80.4279967 41.6418883),2022-05-12 03:27:20 UTC,2022-05-12 03:56:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,21:42,15.4,Tree/Log/Bush (Lower than 1m),16,Adult,,Male,,29,3.7,2.4,1.3000000000000003,,,,yes,,,,,,,,,,,,,,,,,,,
c4070a21-c863-4dd5-99d9-156d96499be7,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.641885,-80.4280817,POINT (-80.4280817 41.641885),2022-05-12 03:31:58 UTC,2022-05-12 03:36:11 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,21:16,15.9,Tree/Log/Bush (Lower than 1m),16.7,Adult,,Male,,26,3.6,2.5,1.1,,,,yes,2022-05-11-admin-pscr-5,,,,,,,,,,,,,,,,,,
35d09a19-d070-414d-93d4-9e82c8f6f23f,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6418366,-80.4280637,POINT (-80.4280637 41.6418366),2022-05-12 03:36:15 UTC,2022-05-12 03:40:23 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Pseudacris crucifer,,New,,,21:19,16.9,Tree/Log/Bush (Lower than 1m),16.9,Adult,,Male,,24.4,3.5,,,,,,yes,2022-05-11-admin-pscr6,,,,,,,,,,,,,,,,,,
c7f89c9b-f5e7-4865-b240-32a6006b2e03,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.64191,-80.42814,POINT (-80.42814 41.64191),2022-05-12 03:41:03 UTC,2022-05-12 03:45:56 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,22:27,18.1,Water,18.4,Juvenile,,Unknown,,61.6,23.1,3.7,19.400000000000002,,,,yes,2022-05-11-admin-raca7,,,,,,,,,,,,,,,,,,
87d17a61-fe51-41ee-91bc-a98e49c8541c,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6418551,-80.4280667,POINT (-80.4280667 41.6418551),2022-05-12 03:56:22 UTC,2022-05-12 04:03:13 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,22:00,19.3,Water,19.1,Juvenile,,Unknown,,54.1,21.5,6.5,15,,,,yes,2022-05-11-admin-raca8,,,,,,,,,,,,,,,,,,
aad5891c-a4ef-416b-9984-4000b2e4d767,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419367,-80.4280717,POINT (-80.4280717 41.6419367),2022-05-12 04:04:02 UTC,2022-05-12 05:23:31 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,21:19,20.1,Water,19.9,Juvenile,,Unknown,,50.9,16.25,5.5,10.75,,,,yes,2022-05-11-admin-raca9,,,,,,,,,,,,,,,,,,
d878feea-b23b-44d3-948b-a45268e2f453,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419833,-80.4280833,POINT (-80.4280833 41.6419833),2022-05-12 04:08:34 UTC,2022-05-12 05:23:43 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,22:31,18.2,Water,18.2,Juvenile,,Unknown,,48.1,14,5.25,8.75,,,,yes,2022-05-11-admin-raca10,,,,,,,,,,,,,,,,,,
cf5871c9-7d44-483c-bedd-29ad2cce36af,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6418924,-80.4280276,POINT (-80.4280276 41.6418924),2022-05-12 04:14:58 UTC,2022-05-12 04:20:05 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,09:29,19.1,Water,19.7,Juvenile,,Unknown,,50.3,17,6.5,10.5,,,,yes,2022-05-11-admin-raca11,,,,,,,,,,,,,,,,,,
5654beaa-76ff-4580-baaa-670c3c067cb4,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419283,-80.4280117,POINT (-80.4280117 41.6419283),2022-05-12 04:20:56 UTC,2022-05-12 04:25:06 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,10:07,19.1,Water,19.3,Juvenile,,,,51,17.5,7,10.5,,,,yes,2022-05-11-admin-raca12,,,,,,,,,,,,,,,,,,
0de07350-1ce4-41f9-ae8d-08710ed451b0,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6418725,-80.4281325,POINT (-80.4281325 41.6418725),2022-05-12 04:25:12 UTC,2022-05-12 04:29:31 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana catesbeiana,,New,,,09:24,19.1,Water,19,Juvenile,,Unknown,,50.5,19.5,10,9.5,,,,yes,2022-05-11-admin-raca12,,,,,,,,,,,,,,,,,,
cead4c76-df95-4854-a900-2ba73cd9db23,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419617,-80.42804,POINT (-80.42804 41.6419617),2022-05-12 04:30:27 UTC,2022-05-12 04:36:08 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,21:21,19.4,Water,19.3,Adult,,Male,,75.4,52,8,44,,,,yes,2022-05-11-admin-racl14,,,,,,,,,,,,,,,,,,
db5eed7c-615e-4cf0-a00a-d4c0d86d02c3,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419499,-80.4279875,POINT (-80.4279875 41.6419499),2022-05-12 04:36:17 UTC,2022-05-12 04:39:41 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,22:39,18.3,Water,18.2,Adult,,Male,,74.7,42,3.5,38.5,,,,yes,2022-05-11-admin-racl15,,,,,,,,,,,,,,,,,,
232cda0a-e057-49c2-9bea-9267a02e9829,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419317,-80.4281517,POINT (-80.4281517 41.6419317),2022-05-12 04:40:07 UTC,2022-05-12 04:45:17 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,09:51,19.5,Water,19.6,Adult,,Female,,78.5,54,6,48,,,,yes,2022-05-11-admin-racl16,,,,,,,,,,,,,,,,,,
9aa0d875-4a75-447c-9423-5c98ddcc0183,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6419417,-80.4280517,POINT (-80.4280517 41.6419417),2022-05-12 04:45:55 UTC,2022-05-12 04:51:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,21:06,,Water,20.8,Adult,,Female,,84,69,6,63,,,,yes,2022-05-11-admin-racl17,,,,,,,,,,,,,,,,,,
067c0fe0-8387-4708-ba36-62b261ed2acd,3334ebd7-54c0-4e18-a80c-abb313f185f1,3334ebd7-54c0-4e18-a80c-abb313f185f1,2,41.6422372,-80.4279733,POINT (-80.4279733 41.6422372),2022-05-12 04:51:48 UTC,2022-05-12 04:56:04 UTC,bdh64@pitt.edu,bdh64@pitt.edu,,Rana clamitans,,,,,21:53,19,Water,19.4,Adult,,Female,,60.9,28,7.1,20.9,,,,yes,2022-05-11-admin-racl18,,,,,,,,,,,,,,,,,,
