fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,species_acoustic,call_index,acoustic_comments
6928093e-a3f1-4c73-adf9-7a96916bec40,faba6935-0010-4b45-92e5-efdbd99ad514,faba6935-0010-4b45-92e5-efdbd99ad514,1,1,41.692063928206316,-80.5006457762158,POINT (-80.5006457762158 41.692063928206316),2022-06-08 21:00:56 EDT,2022-06-08 21:01:07 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,"1 - Individuals can be counted, space between calls",
953ab45d-816a-4d4e-bfa3-0bda8e0d648d,8b34a76b-f7a4-499e-b25d-91f48d11570a,8b34a76b-f7a4-499e-b25d-91f48d11570a,1,1,41.6387837880987,-80.49535901784512,POINT (-80.49535901784512 41.6387837880987),2022-06-14 21:07:24 EDT,2022-06-14 21:07:40 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Hyla versicolor,"3 - Full chorus, calls are constant and overlapping",
ad16126e-f34d-49d1-b4e8-9b7707c0e744,8b34a76b-f7a4-499e-b25d-91f48d11570a,8b34a76b-f7a4-499e-b25d-91f48d11570a,1,1,41.63873868448273,-80.49535694903292,POINT (-80.49535694903292 41.63873868448273),2022-06-14 21:07:41 EDT,2022-06-14 21:08:23 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,"2 - Individuals can be counted, overlapping calls",
774348b6-acec-4e66-97bc-8ca86a584692,8b34a76b-f7a4-499e-b25d-91f48d11570a,8b34a76b-f7a4-499e-b25d-91f48d11570a,1,1,41.63881363183835,-80.49532296322676,POINT (-80.49532296322676 41.63881363183835),2022-06-14 21:08:24 EDT,2022-06-14 21:08:48 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,"2 - Individuals can be counted, overlapping calls",
6a850777-7376-4928-a344-ba6cfeb90b87,fd7ac345-b879-4044-bb19-13b88e6123ef,fd7ac345-b879-4044-bb19-13b88e6123ef,1,1,41.638702172560265,-80.49536328825239,POINT (-80.49536328825239 41.638702172560265),2022-06-15 21:29:27 EDT,2022-06-15 21:29:53 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,"2 - Individuals can be counted, overlapping calls",
e2af2d89-116c-4114-a0ca-d0e826e6bbfd,fd7ac345-b879-4044-bb19-13b88e6123ef,fd7ac345-b879-4044-bb19-13b88e6123ef,1,1,41.63876189257079,-80.49531228249793,POINT (-80.49531228249793 41.63876189257079),2022-06-15 21:30:48 EDT,2022-06-15 21:31:45 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Hyla versicolor,"1 - Individuals can be counted, space between calls",
c6b4b644-9d78-4f5c-b50b-eaeee538219d,fd7ac345-b879-4044-bb19-13b88e6123ef,fd7ac345-b879-4044-bb19-13b88e6123ef,1,1,41.63875317714024,-80.49532487453884,POINT (-80.49532487453884 41.63875317714024),2022-06-15 21:30:56 EDT,2022-06-15 21:31:20 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,"1 - Individuals can be counted, space between calls",
114364ec-f2e3-4acf-bd72-8cdb33ffc30a,0fe89c3c-63de-4460-95dd-c638d9dd22ff,0fe89c3c-63de-4460-95dd-c638d9dd22ff,1,1,41.59240621472971,-80.3569033476786,POINT (-80.3569033476786 41.59240621472971),2022-06-23 21:43:53 EDT,2022-06-23 21:44:10 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,0 - Species visible but no vocalization,
0bc78c2a-930e-4b5d-85a2-7130181bc726,0fe89c3c-63de-4460-95dd-c638d9dd22ff,0fe89c3c-63de-4460-95dd-c638d9dd22ff,1,1,41.5923627510641,-80.35685319484837,POINT (-80.35685319484837 41.5923627510641),2022-06-23 21:44:12 EDT,2022-06-23 21:44:24 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana sylvatica,0 - Species visible but no vocalization,
afe89595-406e-4429-994f-6e2ebb5be3c9,7f9d7b67-87af-4ed8-8058-ef85b5c74b4d,7f9d7b67-87af-4ed8-8058-ef85b5c74b4d,1,1,41.71218742194556,-80.39128531993008,POINT (-80.39128531993008 41.71218742194556),2022-06-27 22:07:37 EDT,2022-06-27 22:07:48 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,0 - Species visible but no vocalization,
69bbe2df-b00e-471f-925b-0f47e5376116,7f9d7b67-87af-4ed8-8058-ef85b5c74b4d,7f9d7b67-87af-4ed8-8058-ef85b5c74b4d,1,1,41.7121895813901,-80.39130610578853,POINT (-80.39130610578853 41.7121895813901),2022-06-27 22:07:49 EDT,2022-06-27 22:10:06 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,"1 - Individuals can be counted, space between calls",Single call 
5a73ec09-d7b0-4af5-8378-8947e2a9bdc9,486b67fa-c0d5-4390-ba0d-512746cd865d,486b67fa-c0d5-4390-ba0d-512746cd865d,1,1,41.69194652856586,-80.50064441216726,POINT (-80.50064441216726 41.69194652856586),2022-07-11 21:34:24 EDT,2022-07-11 21:36:30 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,"2 - Individuals can be counted, overlapping calls",
5e6863e9-50f1-46c3-b8f7-fae28e067b9e,486b67fa-c0d5-4390-ba0d-512746cd865d,486b67fa-c0d5-4390-ba0d-512746cd865d,1,1,41.69195504688962,-80.50062687879013,POINT (-80.50062687879013 41.69195504688962),2022-07-11 21:35:15 EDT,2022-07-11 21:36:54 EDT,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,"2 - Individuals can be counted, overlapping calls",
