fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,species_ves,species_ves_other,count_ves,comments_ves
dedd65d4-bb00-4728-972f-34045078144b,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.56824604146348,-80.4514898826186,POINT (-80.4514898826186 41.56824604146348),2022-05-27 01:10:53 UTC,2022-05-27 01:10:59 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
e96a3495-b5ba-48e1-b46b-56f2d821ad2a,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.56822307504879,-80.45152961283965,POINT (-80.45152961283965 41.56822307504879),2022-05-27 01:11:23 UTC,2022-05-27 01:11:28 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
9c02022a-ef54-4075-88d0-64770a73cd0f,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.568232756146756,-80.45151226230007,POINT (-80.45151226230007 41.568232756146756),2022-05-27 01:12:09 UTC,2022-05-27 01:12:14 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
6cd839f8-b025-4387-84d7-b4ccac584671,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.568194367030436,-80.45151846490842,POINT (-80.45151846490842 41.568194367030436),2022-05-27 01:13:03 UTC,2022-05-27 01:13:08 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
4262d851-11dc-485a-8e5f-6b33274a1759,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.56817374754843,-80.45154000639957,POINT (-80.45154000639957 41.56817374754843),2022-05-27 01:14:15 UTC,2022-05-27 01:14:27 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
53aa9aac-d672-4176-9baf-fa3e06111565,42d6e420-a94d-40fc-bd29-9f71a78c5314,42d6e420-a94d-40fc-bd29-9f71a78c5314,1,1,41.568174082824754,-80.45155668638688,POINT (-80.45155668638688 41.568174082824754),2022-05-27 01:16:18 UTC,2022-05-27 01:16:23 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
f8fc769d-0639-4a5f-8004-382c10105f65,7720af50-573c-4fb3-bbaf-8179c2f780fc,7720af50-573c-4fb3-bbaf-8179c2f780fc,1,1,41.56826435378599,-80.45155539408898,POINT (-80.45155539408898 41.56826435378599),2022-05-28 00:44:07 UTC,2022-05-28 00:44:14 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
14913d22-3367-4710-9fa5-b5fbdc846029,7720af50-573c-4fb3-bbaf-8179c2f780fc,7720af50-573c-4fb3-bbaf-8179c2f780fc,1,1,41.56825008520981,-80.45158756674122,POINT (-80.45158756674122 41.56825008520981),2022-05-28 00:44:43 UTC,2022-05-28 00:44:50 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
8cbafd5f-65f1-4304-965f-6f6e4f1d6ebd,7720af50-573c-4fb3-bbaf-8179c2f780fc,7720af50-573c-4fb3-bbaf-8179c2f780fc,1,1,41.568308993882646,-80.4515258938428,POINT (-80.4515258938428 41.568308993882646),2022-05-28 00:46:14 UTC,2022-05-28 00:46:24 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
c931da65-49d0-4b04-8e10-e9d3014be6d0,7720af50-573c-4fb3-bbaf-8179c2f780fc,7720af50-573c-4fb3-bbaf-8179c2f780fc,1,1,41.568192187735406,-80.45168425895315,POINT (-80.45168425895315 41.568192187735406),2022-05-28 00:52:53 UTC,2022-05-28 00:53:00 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
c3c0f11e-72aa-4596-ac4e-066de1c14d4b,7720af50-573c-4fb3-bbaf-8179c2f780fc,7720af50-573c-4fb3-bbaf-8179c2f780fc,1,1,41.56814964957681,-80.45163673356217,POINT (-80.45163673356217 41.56814964957681),2022-05-28 00:55:22 UTC,2022-05-28 00:55:32 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
903881d7-0ccf-4e4c-9f19-ecad98c2265c,b7141f5d-e059-4309-88ee-4b598ce67720,b7141f5d-e059-4309-88ee-4b598ce67720,1,1,41.568154699939434,-80.45151666406528,POINT (-80.45151666406528 41.568154699939434),2022-05-28 00:44:35 UTC,2022-05-28 00:44:41 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
6517faef-bd67-4313-9a65-0de2f96a96dc,b7141f5d-e059-4309-88ee-4b598ce67720,b7141f5d-e059-4309-88ee-4b598ce67720,1,1,41.56847338090575,-80.45154042677464,POINT (-80.45154042677464 41.56847338090575),2022-05-28 00:49:09 UTC,2022-05-28 00:49:14 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
20b85e1a-257d-4c2f-bd8b-92c49fddacdd,b7141f5d-e059-4309-88ee-4b598ce67720,b7141f5d-e059-4309-88ee-4b598ce67720,1,1,41.568265121304094,-80.451548369073,POINT (-80.451548369073 41.568265121304094),2022-05-28 00:49:18 UTC,2022-05-28 00:49:24 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
c0d92874-59e5-48b2-bad6-24da641826cc,b7141f5d-e059-4309-88ee-4b598ce67720,b7141f5d-e059-4309-88ee-4b598ce67720,1,1,41.56833860383761,-80.45168646930317,POINT (-80.45168646930317 41.56833860383761),2022-05-28 00:53:49 UTC,2022-05-28 00:53:54 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
c1d89746-e16f-4af6-92a3-39dfeadecc13,b45745d8-50c3-4b19-86f9-6dcdbf09c933,b45745d8-50c3-4b19-86f9-6dcdbf09c933,2,1,41.56795669816601,-80.45173471801024,POINT (-80.45173471801024 41.56795669816601),2022-05-27 01:04:38 UTC,2022-05-27 01:04:50 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
c6a5bee8-cd33-4726-8ad6-f12b8743f024,b45745d8-50c3-4b19-86f9-6dcdbf09c933,b45745d8-50c3-4b19-86f9-6dcdbf09c933,2,1,41.56824013222155,-80.45156724758488,POINT (-80.45156724758488 41.56824013222155),2022-05-27 01:09:57 UTC,2022-05-27 01:10:04 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
6366c77c-73f1-4752-b228-b3a136565444,c63b0e57-801f-4967-a001-22f449e7bb95,c63b0e57-801f-4967-a001-22f449e7bb95,1,1,41.690547511420974,-80.51281365272031,POINT (-80.51281365272031 41.690547511420974),2022-06-04 01:08:44 UTC,2022-06-04 01:08:55 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
c7e33458-67eb-4d90-8100-dbbd1b51c40e,c63b0e57-801f-4967-a001-22f449e7bb95,c63b0e57-801f-4967-a001-22f449e7bb95,1,1,41.69106539204979,-80.5128546248367,POINT (-80.5128546248367 41.69106539204979),2022-06-04 01:09:54 UTC,2022-06-04 01:09:59 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
13a76366-6895-4eca-a4b3-6226ef54bdfb,c63b0e57-801f-4967-a001-22f449e7bb95,c63b0e57-801f-4967-a001-22f449e7bb95,1,1,41.69112613104923,-80.5128705553415,POINT (-80.5128705553415 41.69112613104923),2022-06-04 01:10:38 UTC,2022-06-04 01:10:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,5,
e5061d1f-2a2a-41b0-80b7-1bad6998ab39,c63b0e57-801f-4967-a001-22f449e7bb95,c63b0e57-801f-4967-a001-22f449e7bb95,1,1,41.691055680466775,-80.51280187590353,POINT (-80.51280187590353 41.691055680466775),2022-06-04 01:14:07 UTC,2022-06-04 01:14:13 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
44e1e9cc-d226-4565-bb5c-e0994ea7679b,c63b0e57-801f-4967-a001-22f449e7bb95,c63b0e57-801f-4967-a001-22f449e7bb95,1,1,41.69099079750914,-80.51271914266121,POINT (-80.51271914266121 41.69099079750914),2022-06-04 01:17:39 UTC,2022-06-04 01:17:46 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
77b98668-6581-43ef-bcf8-781d1de8af4d,c63b0e57-801f-4967-a001-22f449e7bb95,c63b0e57-801f-4967-a001-22f449e7bb95,1,1,41.69111927928896,-80.51270480916183,POINT (-80.51270480916183 41.69111927928896),2022-06-04 01:21:38 UTC,2022-06-04 01:21:44 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
f633628c-ee63-4ebd-a957-27ac4535d9de,c63b0e57-801f-4967-a001-22f449e7bb95,c63b0e57-801f-4967-a001-22f449e7bb95,1,1,41.69105532625382,-80.51274914355402,POINT (-80.51274914355402 41.69105532625382),2022-06-04 01:22:41 UTC,2022-06-04 01:22:46 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
d26a03de-e998-4002-b0aa-965c1e6dd545,1004c317-9c0b-42f0-b25a-10fedccf40dd,1004c317-9c0b-42f0-b25a-10fedccf40dd,1,1,41.690889294298074,-80.51247501753318,POINT (-80.51247501753318 41.690889294298074),2022-06-04 01:12:43 UTC,2022-06-04 01:12:57 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
647d9b81-eb73-49c3-9740-161c3fb9d63c,563a3f65-d811-4a26-91c3-a1cc7dbe6cf1,563a3f65-d811-4a26-91c3-a1cc7dbe6cf1,1,1,41.69103036172866,-80.51273938275921,POINT (-80.51273938275921 41.69103036172866),2022-06-04 01:25:26 UTC,2022-06-04 01:25:57 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana catesbeiana,,1,
5da6fc35-f084-43b4-a9ef-65a5dabd2ad7,563a3f65-d811-4a26-91c3-a1cc7dbe6cf1,563a3f65-d811-4a26-91c3-a1cc7dbe6cf1,1,1,41.690992178525455,-80.51272086643358,POINT (-80.51272086643358 41.690992178525455),2022-06-04 01:26:05 UTC,2022-06-04 01:26:11 UTC,bdh64@pitt.edu,bdh64@pitt.edu,Rana clamitans,,1,
