fulcrum_id,fulcrum_parent_id,fulcrum_record_id,fulcrum_record_version,version,latitude,longitude,geometry,created_at,updated_at,created_by,updated_by,bag_id,species_capture,species_capture_other,capture_type,capture_type_other,capture_mark_recapture,life_stage,life_stage_other,sex,sex_other,snout_vent_length,body_and_bag_mass,bag_mass,body_mass,bd_swab_tube_id,bacterial_swab_tube_id,mucusome_id,amp_id_1,amp_id_2,amp_id_3,amp_id_4,antibody_id_1,antibody_id_2,antibody_id_3,antibody_id_4,norep_bathvolume_50ml_acid_05ml,norep_bathvolume_100ml_acid_1ml,norep_bathvolume_200ml_acid_2ml,ul_of_norep_135mgml,ul_of_norep_0675mgml,ul_of_norep_03375mgml,toe_clip_tube_id,photo,photo_caption,photo_url,capture_comments
d4929c5a-c091-4bf8-847c-416ea7308991,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,1,1,41.6428779,-80.4275286,POINT (-80.4275286 41.6428779),2022-06-08 22:49:20 UTC,2022-06-08 22:55:07 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Rana catesbeiana,,New,,17ad93d0-53d4-4bac-8869-f34ad0ad60b9,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00018,,,,
c9a82e07-9711-4f68-825d-546c8b29e6f4,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,1,1,41.6428691,-80.4275318,POINT (-80.4275318 41.6428691),2022-06-08 22:52:36 UTC,2022-06-08 22:55:12 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Rana catesbeiana,,New,,87d2e23b-f3d6-49f7-9a33-2918eb5bfc98,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00019,,,,
d417971f-08a8-4415-9bcb-ad1d40b92fbc,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,1,1,41.642877,-80.4275292,POINT (-80.4275292 41.642877),2022-06-08 22:53:15 UTC,2022-06-08 22:55:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Rana catesbeiana,,New,,0eedb390-6cb0-4a06-a912-2c2e5d489393,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00017,,,,
242c8ac8-7608-46fc-a4d3-694108e2812a,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428761,-80.4275334,POINT (-80.4275334 41.6428761),2022-06-08 20:36:04 UTC,2022-06-09 02:37:08 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG04,Rana catesbeiana,,New,,f4a2c8bb-c8b2-4a4f-b2dc-a1e52aad1eba,Adult,,Female,,119.5,200,0,200,BdSwab000067,BacSwab00067,MucBath00015,AMPBath00016,AMPBath00017,AMPBath00000,AMPBath00000,AntiBod00016,AntiBod00017,,,,,,2000,,,ToeClip00014,,,,Over 200 grams 
bedb3db0-57f4-4a25-b192-4a7742037988,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428567,-80.4273567,POINT (-80.4273567 41.6428567),2022-06-08 20:39:00 UTC,2022-06-08 22:54:28 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG34,Rana catesbeiana,,New,,aadd5160-95f6-40e5-9f21-ebf1ecd2ee8d,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00015,,,,
a87e476c-19ae-49bd-a731-5bfb275a475e,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428717,-80.4275284,POINT (-80.4275284 41.6428717),2022-06-08 20:40:57 UTC,2022-06-08 22:54:40 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG45,Rana catesbeiana,,New,,7596b49b-9cb9-4cfa-a576-d70769fba08f,,,,,,,,,BdSwab000069,BacSwab00069,MucBath00017,AMPBath00020,AMPBath00021,AMPBath00000,AMPBath00000,AntiBod00020,AntiBod00021,,,,,,,,,,,,,Notoe clip collected  appeared to already be cut 
b92f5a53-0ccd-43a9-808f-befa59965f5f,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.64287,-80.4275271,POINT (-80.4275271 41.64287),2022-06-08 20:41:59 UTC,2022-06-08 21:17:36 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG22,Hyla versicolor,,,,,,,,,,,,,BdSwab000070,BacSwab00070,MucBath00018,AMPBath00022,AMPBath00000,AMPBath00000,AMPBath00000,AntiBod00022,AntiBod00000,,,,,,,,,ToeClip00000,,,,
46afdb25-7145-465c-8da9-6e6bc08c0fe0,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428656,-80.4275328,POINT (-80.4275328 41.6428656),2022-06-08 20:44:08 UTC,2022-06-08 21:17:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG30,Hyla versicolor,,,,,,,,,,,,,BdSwab000071,BacSwab00071,MucBath00019,AMPBath00023,AMPBath00000,AMPBath00000,AMPBath00000,AntiBod00023,AntiBod00000,,,,,,,,,ToeClip00000,,,,
62e4f853-6584-49c8-b915-2f7f04b43932,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428684,-80.4275276,POINT (-80.4275276 41.6428684),2022-06-08 20:46:07 UTC,2022-06-08 21:18:09 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG21,Hyla versicolor,,,,,,,,,,,,,BdSwab000072,BacSwab00072,MucBath00020,AMPBath00024,AMPBath00000,AMPBath00000,AMPBath00000,AntiBod00024,AntiBod00000,,,,,,,,,ToeClip00000,,,,
bcb1e255-f01e-47be-a5e5-9065e94cbaaf,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428653,-80.4275332,POINT (-80.4275332 41.6428653),2022-06-08 20:48:32 UTC,2022-06-08 21:18:28 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG08,Rana clamitans,,,,,,,,,,,,,BdSwab000073,BacSwab00073,MucBath00021,AMPBath00026,AMPBath00000,AMPBath00000,AMPBath00000,AntiBod00026,AntiBod00000,,,,,,,,,ToeClip00000,,,,
43f61e91-f8e0-40ad-81d1-017fee66e9ee,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428661,-80.4275295,POINT (-80.4275295 41.6428661),2022-06-08 20:49:51 UTC,2022-06-08 21:40:49 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG10,Rana clamitans,,,,,,,,,,,,,BdSwab000074,BacSwab00074,MucBath00022,AMPBath00027,AMPBath00000,AMPBath00000,AMPBath00000,AntiBod00027,AntiBod00000,,,,,,,,,ToeClip00000,,,,
d6d75c65-0f41-437f-a3be-48daca1c3887,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428694,-80.4275322,POINT (-80.4275322 41.6428694),2022-06-08 21:09:04 UTC,2022-06-08 21:11:19 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Negative Control,,,,,,,,,,,,,,,MucBath00027,,AMPBath00000,AMPBath00000,AMPBath00000,,AntiBod00000,,,,,,,,,ToeClip00000,,,,
1a482199-e531-4409-be3b-4c253ecdb755,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428755,-80.4275271,POINT (-80.4275271 41.6428755),2022-06-08 22:47:55 UTC,2022-06-08 22:54:52 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Rana catesbeiana,,New,,18cf979a-b3fa-433c-94e3-1d5522b8f42d,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00016,,,,
d4929c5a-c091-4bf8-847c-416ea7308991,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428779,-80.4275286,POINT (-80.4275286 41.6428779),2022-06-08 22:49:20 UTC,2022-06-08 22:55:07 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Rana catesbeiana,,New,,17ad93d0-53d4-4bac-8869-f34ad0ad60b9,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00018,,,,
c9a82e07-9711-4f68-825d-546c8b29e6f4,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.6428691,-80.4275318,POINT (-80.4275318 41.6428691),2022-06-08 22:52:36 UTC,2022-06-08 22:55:12 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Rana catesbeiana,,New,,87d2e23b-f3d6-49f7-9a33-2918eb5bfc98,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00019,,,,
d417971f-08a8-4415-9bcb-ad1d40b92fbc,0e6540d6-c4a0-4165-90b7-21787eb32f0c,0e6540d6-c4a0-4165-90b7-21787eb32f0c,2,2,41.642877,-80.4275292,POINT (-80.4275292 41.642877),2022-06-08 22:53:15 UTC,2022-06-08 22:55:02 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG00,Rana catesbeiana,,New,,0eedb390-6cb0-4a06-a912-2c2e5d489393,,,,,,,,,BdSwab000068,BacSwab00068,MucBath00016,AMPBath00018,AMPBath00019,AMPBath00000,AMPBath00000,AntiBod00018,AntiBod00019,,,,,,,,,ToeClip00017,,,,
484d8ef9-2f71-4b70-953d-9d0ee91b89ef,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6918102,-80.4997693,POINT (-80.4997693 41.6918102),2022-06-09 02:08:53 UTC,2022-06-09 02:12:56 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG04,Hyla versicolor,,,,,Adult,,Male,,42.4,9.5,4.3,5.2,BdSwab000083,BacSwab00083,,,,,,,,,,,,,,104,,,,,,
b31fdc78-08fa-48c1-8661-a0a0cc635deb,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6914043,-80.4992016,POINT (-80.4992016 41.6914043),2022-06-09 02:13:29 UTC,2022-06-09 02:15:20 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG22,Hyla versicolor,,,,,Adult,,Male,,48.8,12,4,8,BdSwab000084,BacSwab00084,,,,,,,,,,,,,,160,,,,,,
8c5c96a1-fda3-43c4-a0e6-243424f29d08,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6918269,-80.4997545,POINT (-80.4997545 41.6918269),2022-06-09 02:15:21 UTC,2022-06-09 02:18:40 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG28,Hyla versicolor,,,,,Adult,,Male,,43.6,9.5,4,5.5,BdSwab000085,BacSwab00085,,,,,,,,,,,,,,110,,,,,,
650cd782-9201-47bb-8d91-13530b47139c,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6917944,-80.4997271,POINT (-80.4997271 41.6917944),2022-06-09 02:18:42 UTC,2022-06-09 02:21:08 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG29,Hyla versicolor,,,,,Adult,,Male,,43.8,11,3.7,7.3,BdSwab000086,BacSwab00086,,,,,,,,,,,,,,146,,,,,,
09aee35b-9330-43c4-b943-a0ec3237d234,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6918031,-80.4997257,POINT (-80.4997257 41.6918031),2022-06-09 02:21:09 UTC,2022-06-09 02:24:42 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG12,Hyla versicolor,,,,,Adult,,Male,,46,11.25,3.4,7.85,BdSwab000087,BacSwab00087,,,,,,,,,,,,,,157,,,,,,
ce9b6342-1054-4ebb-ac09-506aea695640,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6917963,-80.4997451,POINT (-80.4997451 41.6917963),2022-06-09 02:24:44 UTC,2022-06-09 02:28:01 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG11,Rana clamitans,,,,,Adult,,Female,,70.6,49,6.8,42.2,BdSwab000088,BacSwab00088,,,,,,,,,,,,,422,,,,,,,
2f55cc7c-975b-458f-8f89-78e9ab53ef97,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6918503,-80.4996845,POINT (-80.4996845 41.6918503),2022-06-09 02:37:35 UTC,2022-06-09 02:42:17 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG10,Rana catesbeiana,,Recapture,,12998a52-91b8-4c54-8d8d-d60450f528de,Adult,,Female,,119.5,200,0,200,BdSwab000067,BacSwab00067,,,,,,,,,,,,,2000,,,,,,,Over 200 grams 
584900dc-67d1-4ec7-bd17-7737f0edbc7d,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6918033,-80.4997817,POINT (-80.4997817 41.6918033),2022-06-09 02:39:14 UTC,2022-06-09 03:33:09 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG27,Rana catesbeiana,,New,,f0893cf2-7b55-474a-8133-dcfbeb1b96c1,Adult,,Female,,78.1,60,5.3,54.7,BdSwab00089,BacSwab00089,MucBath00028,AMPBath00028,,,,AntiBod00028,,,,,,,547,,,ToeClip00020,,,,
c8238a42-4ed1-4119-b295-996a7188f3e7,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6918333,-80.49977,POINT (-80.49977 41.6918333),2022-06-09 02:43:12 UTC,2022-06-09 03:36:07 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG01,Rana catesbeiana,,New,,a024fdc7-9e5e-4130-b016-74b049b6d97b,Adult,,Female,,73.3,55,5.9,49.1,BdSwab000090,BacSwab00090,MucBath00029,AMPBath00029,,,,AntiBod00029,,,,,,,491,,,ToeClip00021,,,,
811d9f45-6904-42e1-8581-2ccaa8e9b03b,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.691815,-80.4997783,POINT (-80.4997783 41.691815),2022-06-09 02:46:45 UTC,2022-06-09 03:41:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG26,Rana catesbeiana,,New,,10c5d7f5-b4eb-4fc9-9131-5e88c0756197,Adult,,Female,,84.5,63,5.1,57.9,BdSwab000091,BacSwab00091,MucBath00030,AMPBath00030,,,,AntiBod00030,,,,,,,579,,,ToeClip00022,,,,
e89d153a-cb24-4be1-9955-9d8865f50358,bbc29661-86df-4567-9f26-1e6c9314eeac,bbc29661-86df-4567-9f26-1e6c9314eeac,1,1,41.6918209,-80.4997793,POINT (-80.4997793 41.6918209),2022-06-09 02:49:49 UTC,2022-06-09 03:45:33 UTC,bdh64@pitt.edu,bdh64@pitt.edu,BAG14,Rana catesbeiana,,New,,7f92dbdf-cb5a-48a7-837a-5450b4a46069,Adult,,Female,,88.3,74,6,68,BdSwab000092,BacSwab00092,MucBath00031,AMPBath00031,,,,AntiBod00031,,,,,,,680,,,ToeClip00023,,,,
