fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,location,species,capture_date,cmr_id,cmr_id_other
e3a5765a-8785-4564-bd2a-129ecb7e7dc2,2022-05-19 07:29:38 UTC,2022-05-19 07:33:11 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:22 UTC,2022-05-20 00:00:22 UTC,1,,,,41.6419606,-80.4280572,POINT (-80.4280572 41.6419606),Admin Pond,Rana catesbeiana,2022-05-18,A3A4,
12eeb9b5-5aee-49c2-8d99-42b48c982ad5,2022-05-19 07:33:20 UTC,2022-05-19 07:35:56 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,,,,41.6418886,-80.4280761,POINT (-80.4280761 41.6418886),Admin Pond,Rana catesbeiana,2022-05-18,A2B2,
fe0cc5f7-d57b-4b63-b95b-d0fd4bb44855,2022-05-19 07:36:05 UTC,2022-05-20 15:17:07 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 15:17:15 UTC,2,,,,41.6418945,-80.4280879,POINT (-80.4280879 41.6418945),Admin Pond,Rana catesbeiana,2022-05-18,A2B3,
fc52842b-d6d4-4f9b-8d57-8dfa8742b200,2022-05-19 07:41:15 UTC,2022-05-19 07:45:13 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,,,,41.6419619,-80.4280823,POINT (-80.4280823 41.6419619),Admin Pond,Rana catesbeiana,2022-05-18,A2B4,
a768ee4f-560b-4bd6-b6a3-45fe6c52ffaf,2022-05-19 07:45:22 UTC,2022-05-19 07:48:15 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,,,,41.6419048,-80.4280011,POINT (-80.4280011 41.6419048),Admin Pond,Rana catesbeiana,2022-05-18,A3B2,
93ed65c4-470f-41b4-86a3-ef532595a753,2022-05-19 07:48:23 UTC,2022-05-19 07:51:51 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,,,,41.6419766,-80.4280161,POINT (-80.4280161 41.6419766),Admin Pond,Rana catesbeiana,2022-05-18,A3B3,
de26eb8e-30ac-4926-aee6-a5656cb005a0,2022-05-19 07:52:01 UTC,2022-05-19 07:57:35 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:24 UTC,2022-05-20 00:00:24 UTC,1,,,,41.6419167,-80.428015,POINT (-80.428015 41.6419167),Admin Pond,Rana pipiens,2022-05-18,A3,
ef78ee09-4888-406e-ad3c-0692ea9c6ca5,2022-05-19 07:54:52 UTC,2022-05-19 07:54:57 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:24 UTC,2022-05-20 00:00:24 UTC,1,,,,41.641975,-80.4280149,POINT (-80.4280149 41.641975),Admin Pond,Rana pipiens,2022-05-18,A2,
60aa8635-cc0d-4275-9049-f74cd2be6ea4,2022-05-19 07:57:42 UTC,2022-05-19 07:59:29 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:25 UTC,2022-05-20 00:00:25 UTC,1,,,,41.6419192,-80.4280625,POINT (-80.4280625 41.6419192),Admin Pond,Rana pipiens,2022-05-18,A4,
ab365a83-e2b4-420f-98a7-094e84c0683a,2022-05-19 07:59:36 UTC,2022-05-19 08:02:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:25 UTC,2022-05-20 00:00:25 UTC,1,,,,41.6418567,-80.4280958,POINT (-80.4280958 41.6418567),Admin Pond,Pseudacris crucifer,2022-05-18,A2,
fcc88102-313d-4cad-a6cf-4082fb8b8c49,2022-05-19 08:02:23 UTC,2022-05-20 15:16:56 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:25 UTC,2022-05-20 15:17:01 UTC,2,,,,41.642043,-80.4279858,POINT (-80.4279858 41.642043),Admin Pond,Pseudacris crucifer,2022-05-18,A3,
2eb1d0b4-9396-4257-9b86-6ec4556a6c3e,2022-05-20 04:38:58 UTC,2022-05-20 04:42:05 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:03 UTC,2022-05-20 16:53:03 UTC,1,,,,41.6419034,-80.4280334,POINT (-80.4280334 41.6419034),Admin Pond,Rana catesbeiana,2022-05-19,A2A4,
ecf4f86d-c80d-4dca-8844-8415f8720a60,2022-05-20 04:48:15 UTC,2022-05-20 04:51:00 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:03 UTC,2022-05-20 16:53:03 UTC,1,,,,41.6419592,-80.4280412,POINT (-80.4280412 41.6419592),Admin Pond,Rana catesbeiana,2022-05-19,A3B4,
ce63171b-8e98-40fe-a62f-9561391bb8a4,2022-05-20 04:52:01 UTC,2022-05-20 04:54:00 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:04 UTC,2022-05-20 16:53:04 UTC,1,,,,41.6419333,-80.4279685,POINT (-80.4279685 41.6419333),Admin Pond,Rana catesbeiana,2022-05-19,A4B2,
43d7f751-26b8-4ff2-9d67-0ca3ed089e4b,2022-05-20 04:54:46 UTC,2022-05-20 04:57:57 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:04 UTC,2022-05-20 16:53:04 UTC,1,,,,41.6419217,-80.428012,POINT (-80.428012 41.6419217),Admin Pond,Rana catesbeiana,2022-05-19,A4B3,
faf211aa-8c29-4516-b4a2-b4c430a26029,2022-05-20 04:58:04 UTC,2022-05-20 05:00:18 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:04 UTC,2022-05-20 16:53:04 UTC,1,,,,41.6419283,-80.4280601,POINT (-80.4280601 41.6419283),Admin Pond,Rana catesbeiana,2022-05-19,A4B4,
9223dad1-06dd-4544-8f6c-c1097c404dcd,2022-05-20 05:00:51 UTC,2022-05-20 05:01:55 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,,,,41.6419026,-80.4280486,POINT (-80.4280486 41.6419026),Admin Pond,Rana catesbeiana,2022-05-19,B2B4,
77e70f11-73df-48ae-a528-7f6aa000eac9,2022-05-20 05:11:30 UTC,2022-05-20 05:55:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,,,,41.6419598,-80.4281242,POINT (-80.4281242 41.6419598),Admin Pond,,2022-05-19,B3B4,
cd015c34-b17f-45de-bebc-972aff09cf68,2022-05-20 05:13:41 UTC,2022-05-20 05:18:03 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,,,,41.6418735,-80.4280264,POINT (-80.4280264 41.6418735),Admin Pond,,2022-05-19,A2C4,
0ece465b-c22f-44ad-a2b3-60b66810106f,2022-05-20 05:19:39 UTC,2022-05-20 05:19:50 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,,,,41.641914,-80.4280833,POINT (-80.4280833 41.641914),Admin Pond,,2022-05-19,A3C4,
2ba9fae2-7489-4889-949d-7169c7bb974e,2022-05-20 05:24:18 UTC,2022-05-20 05:24:34 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,,,,41.6419441,-80.4280283,POINT (-80.4280283 41.6419441),Admin Pond,,2022-05-19,A4C4,
872ccfa8-29df-44e6-b4a4-49f6bd83a3f6,2022-05-20 05:28:16 UTC,2022-05-20 05:28:33 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:06 UTC,2022-05-20 16:53:06 UTC,1,,,,41.6419123,-80.4280671,POINT (-80.4280671 41.6419123),Admin Pond,,2022-05-19,B2C4,
c41fcf0a-adbf-4d4e-b604-d5887b7f0c77,2022-05-20 05:32:45 UTC,2022-05-20 05:32:51 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:06 UTC,2022-05-20 16:53:06 UTC,1,,,,41.6419083,-80.4279879,POINT (-80.4279879 41.6419083),Admin Pond,,2022-05-19,B2,
4bf16a1b-53e3-4bd9-a7f3-5ce95b789758,2022-05-20 05:34:59 UTC,2022-05-20 05:35:12 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:06 UTC,2022-05-20 16:53:06 UTC,1,,,,41.6419067,-80.42809,POINT (-80.42809 41.6419067),Admin Pond,,2022-05-19,B3,
c66d5bf6-5dd6-484d-9579-057a979982d0,2022-05-20 05:35:32 UTC,2022-05-20 05:35:36 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:07 UTC,2022-05-20 16:53:07 UTC,1,,,,41.6418473,-80.4281676,POINT (-80.4281676 41.6418473),Admin Pond,,2022-05-19,B4,
b04f061e-2f17-4b86-971f-620d3a7e7e13,2022-05-20 05:38:53 UTC,2022-05-20 05:38:58 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:07 UTC,2022-05-20 16:53:07 UTC,1,,,,41.6419067,-80.4280367,POINT (-80.4280367 41.6419067),Admin Pond,,2022-05-19,A4,
93e1c849-e5cf-4f64-b376-5c6879db98e0,2022-05-20 05:39:59 UTC,2022-05-20 05:40:12 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:07 UTC,2022-05-20 16:53:07 UTC,1,,,,41.6419501,-80.4280719,POINT (-80.4280719 41.6419501),Admin Pond,,2022-05-19,A4,
b524ad08-f189-4809-ad1c-4a185c022236,2022-05-20 05:40:29 UTC,2022-05-20 05:40:32 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:07 UTC,2022-05-20 16:53:07 UTC,1,,,,41.6419324,-80.4280103,POINT (-80.4280103 41.6419324),Admin Pond,,2022-05-19,B2,
1a7147a3-ba34-4098-b308-aba3ae980dbf,2022-05-20 05:41:57 UTC,2022-05-20 05:42:04 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:08 UTC,2022-05-20 16:53:08 UTC,1,,,,41.641861,-80.4280005,POINT (-80.4280005 41.641861),Admin Pond,,2022-05-19,B3,
a0841d0b-1197-4fef-beaf-e14eb80f4fcd,2022-05-20 05:46:53 UTC,2022-05-20 05:47:05 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:08 UTC,2022-05-20 16:53:08 UTC,1,,,,41.6418738,-80.4281031,POINT (-80.4281031 41.6418738),Admin Pond,Rana catesbeiana,2022-05-19,A2A3,
c1dcc31c-87eb-4537-9470-356e318b9b19,2022-05-20 05:56:47 UTC,2022-05-20 05:56:56 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:08 UTC,2022-05-20 16:53:08 UTC,1,,,,41.6418575,-80.4282843,POINT (-80.4282843 41.6418575),Admin Pond,,2022-05-19,A2,
f060d7d9-b62f-4ae9-8d65-cf524a94a307,2022-05-20 05:59:44 UTC,2022-05-20 05:59:49 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:08 UTC,2022-05-20 16:53:08 UTC,1,,,,41.6419078,-80.4281006,POINT (-80.4281006 41.6419078),Admin Pond,,2022-05-19,A4,
903d8341-b574-404e-8659-6a7323041bbe,2022-05-20 06:05:43 UTC,2022-05-20 06:07:37 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:09 UTC,2022-05-20 16:53:09 UTC,1,,,,41.6419667,-80.42811,POINT (-80.42811 41.6419667),Admin Pond,,2022-05-19,,A1A2
357f2934-a97e-420d-9340-df83654030c3,2022-05-20 06:11:02 UTC,2022-05-20 06:11:11 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:09 UTC,2022-05-20 16:53:09 UTC,1,,,,41.6419272,-80.4281024,POINT (-80.4281024 41.6419272),Admin Pond,,2022-05-19,B2,
8587650d-e715-469e-bec9-3c1727c51ca1,2022-05-20 06:13:17 UTC,2022-05-20 06:13:37 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:09 UTC,2022-05-20 16:53:09 UTC,1,,,,41.641907,-80.4281144,POINT (-80.4281144 41.641907),Admin Pond,,2022-05-19,A3B2,
63928a8b-bc3f-43eb-912a-c0eaf88444d2,2022-05-20 06:15:22 UTC,2022-05-20 06:16:07 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:10 UTC,2022-05-20 16:53:10 UTC,1,,,,41.6418511,-80.4281153,POINT (-80.4281153 41.6418511),Admin Pond,,2022-05-19,,B1B2
71643ec1-cc76-4ccd-b969-09f38eda3867,2022-05-20 06:17:40 UTC,2022-05-20 06:17:49 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:10 UTC,2022-05-20 16:53:10 UTC,1,,,,41.6419298,-80.4280916,POINT (-80.4280916 41.6419298),Admin Pond,,2022-05-19,A3B2,
2765fa30-d94c-4fcb-9343-55b9133d6ebc,2022-05-20 06:19:46 UTC,2022-05-20 06:19:49 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:10 UTC,2022-05-20 16:53:10 UTC,1,,,,41.6418732,-80.4280292,POINT (-80.4280292 41.6418732),Admin Pond,,2022-05-19,A4,
0e5ae94d-5bd1-48b2-abd4-cce9c2d9e342,2022-05-20 06:22:25 UTC,2022-05-20 06:22:35 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:10 UTC,2022-05-20 16:53:10 UTC,1,,,,41.641937,-80.4281515,POINT (-80.4281515 41.641937),Admin Pond,,2022-05-19,A2,
85800845-46bf-4672-970d-8c960dd9777c,2022-05-20 06:24:59 UTC,2022-05-20 06:25:04 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:11 UTC,2022-05-20 16:53:11 UTC,1,,,,41.6418766,-80.428042,POINT (-80.428042 41.6418766),Admin Pond,,2022-05-19,A3,
28fa1e78-cc91-4a23-8705-340e7a38a0dd,2022-05-20 06:26:42 UTC,2022-05-20 06:26:45 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:11 UTC,2022-05-20 16:53:11 UTC,1,,,,41.6419057,-80.4280383,POINT (-80.4280383 41.6419057),Admin Pond,,2022-05-19,A4,
884e45e1-bee9-4794-9894-0b32ddd3b264,2022-05-20 18:50:52 UTC,2022-05-20 18:51:01 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 19:39:27 UTC,2022-05-20 19:39:27 UTC,1,,,,41.6419883,-80.4279933,POINT (-80.4279933 41.6419883),Admin Pond,Pseudacris crucifer,2022-05-19,B4,
f4a81427-24ba-464d-911a-e6b1eccf14b4,2022-05-27 04:19:36 UTC,2022-05-27 04:22:52 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 05:30:57 UTC,2022-05-27 05:30:57 UTC,1,,,,41.5696839,-80.4557835,POINT (-80.4557835 41.5696839),Wood Lab Pond,Rana catesbeiana,2022-05-27,A2,
70fb0551-610d-46ad-ae59-33bffa0a7d14,2022-05-27 04:23:01 UTC,2022-05-27 04:23:10 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 05:30:57 UTC,2022-05-27 05:30:57 UTC,1,,,,41.569561,-80.4557623,POINT (-80.4557623 41.569561),Wood Lab Pond,Rana catesbeiana,2022-05-27,A2,
a693e329-f871-4247-8d4d-1ca915832a9e,2022-05-27 04:23:32 UTC,2022-05-27 04:25:11 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 05:30:58 UTC,2022-05-27 05:30:58 UTC,1,,,,41.5698363,-80.4554318,POINT (-80.4554318 41.5698363),Wood Lab Pond,Rana catesbeiana,2022-05-27,A3,
f152c6ed-4618-4671-ac72-6f573ea37ece,2022-05-27 04:27:05 UTC,2022-05-27 04:28:30 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 05:30:58 UTC,2022-05-27 05:30:58 UTC,1,,,,41.5696525,-80.4559192,POINT (-80.4559192 41.5696525),Wood Lab Pond,Rana catesbeiana,2022-05-27,A4,
830a9d2b-02c3-47cb-bc5b-985a81fd7b2b,2022-05-27 04:28:41 UTC,2022-05-27 04:37:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-27 05:30:58 UTC,2022-05-27 05:30:58 UTC,1,,,,41.569615,-80.4557433,POINT (-80.4557433 41.569615),Wood Lab Pond,Rana catesbeiana,2022-05-27,B2,
776a8e42-c8ed-4e33-936a-d7084502e091,2022-05-28 03:05:14 UTC,2022-05-28 03:05:33 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-28 03:58:38 UTC,2022-05-28 03:58:38 UTC,1,,,,41.5696371,-80.455805,POINT (-80.455805 41.5696371),Wood Lab Pond,Rana catesbeiana,2022-05-27,B3,
