"","X.x.x","fulcrum_id.x","created_at.x.x","observer","observer_other","date","location","start_time","end_time","survey_comments.x","X.y.x","fulcrum_id.y.x","created_at.y.x","species","bag_id","time_of_capture","body_temperature","microhabitat_type","microhabitat_temperature","bag_photo","X.x.y","fulcrum_id.y.y","created_at.x.y","processor","processor_other","survey_comments.y","X.y.y","fulcrum_id.y.y.y","created_at.y.y","species_capture","species_capture_other","capture_type","capture_type_other","capture_mark_recapture","life_stage","life_stage_other","sex","sex_other","snout_vent_length","body_and_bag_mass","bag_mass","body_mass","bd_swab_tube_id","bacterial_swab_tube_id","mucusome_id","amp_id_1","amp_id_2","amp_id_3","amp_id_4","antibody_id_1","antibody_id_2","antibody_id_3","antibody_id_4","toe_clip_tube_id"
"11",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,11,"3c08cbb3-c284-4bb3-a304-823d04af0a6e","2022-05-19 21:09:18 EDT",NA,"Bag01","21:09:00",18.3,"Tree/Log/Bush (Lower than 1m)",17.5,"67a45464-e3d2-4e15-b70e-716dda775401",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,520,"db8b8aac-05f5-405b-8171-1084f997bdd5","2022-05-20 06:22:14 UTC","Rana pipiens",NA,"Recapture",NA,"0e5ae94d-5bd1-48b2-abd4-cce9c2d9e342",NA,NA,NA,NA,73.5,NA,NA,NA,"2022-05-19 admin rapi#27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,35,"3c08cbb3-c284-4bb3-a304-823d04af0a6e","2022-05-19 21:09:18 EDT",NA,"Bag01","21:09:00",18.3,"Tree/Log/Bush (Lower than 1m)",17.5,"67a45464-e3d2-4e15-b70e-716dda775401",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,520,"db8b8aac-05f5-405b-8171-1084f997bdd5","2022-05-20 06:22:14 UTC","Rana pipiens",NA,"Recapture",NA,"0e5ae94d-5bd1-48b2-abd4-cce9c2d9e342",NA,NA,NA,NA,73.5,NA,NA,NA,"2022-05-19 admin rapi#27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,2,"26fee85c-d4c1-489e-80bd-400907e9534b","2022-05-19 21:11:30 EDT",NA,"Bag29","21:11:00",18.2,"Emergent Vegetation (Lower than 1m)",18.2,"e22e0c34-ac7c-4027-a950-4ad84d8a217d",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,498,"3a566195-2a25-4aae-83ff-8b5711644a48","2022-05-20 03:38:37 UTC","Pseudacris crucifer",NA,"New",NA,"93e1c849-e5cf-4f64-b376-5c6879db98e0","Adult",NA,"Male",NA,26.6,3.9,2.9,1,"2022-05-19-admin-pscr5","2022-05-19-admin-pscr5","2022-05-19-admin-pscr5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,56,"26fee85c-d4c1-489e-80bd-400907e9534b","2022-05-19 21:11:30 EDT",NA,"Bag29","21:11:00",18.2,"Emergent Vegetation (Lower than 1m)",18.2,"e22e0c34-ac7c-4027-a950-4ad84d8a217d",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,498,"3a566195-2a25-4aae-83ff-8b5711644a48","2022-05-20 03:38:37 UTC","Pseudacris crucifer",NA,"New",NA,"93e1c849-e5cf-4f64-b376-5c6879db98e0","Adult",NA,"Male",NA,26.6,3.9,2.9,1,"2022-05-19-admin-pscr5","2022-05-19-admin-pscr5","2022-05-19-admin-pscr5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,2,"26fee85c-d4c1-489e-80bd-400907e9534b","2022-05-19 21:11:30 EDT",NA,"Bag29","21:11:00",18.2,"Emergent Vegetation (Lower than 1m)",18.2,"e22e0c34-ac7c-4027-a950-4ad84d8a217d",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,498,"3a566195-2a25-4aae-83ff-8b5711644a48","2022-05-20 03:38:37 UTC","Pseudacris crucifer",NA,"New",NA,"93e1c849-e5cf-4f64-b376-5c6879db98e0","Adult",NA,"Male",NA,26.6,3.9,2.9,1,"2022-05-19-admin-pscr5","2022-05-19-admin-pscr5","2022-05-19-admin-pscr5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,56,"26fee85c-d4c1-489e-80bd-400907e9534b","2022-05-19 21:11:30 EDT",NA,"Bag29","21:11:00",18.2,"Emergent Vegetation (Lower than 1m)",18.2,"e22e0c34-ac7c-4027-a950-4ad84d8a217d",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,498,"3a566195-2a25-4aae-83ff-8b5711644a48","2022-05-20 03:38:37 UTC","Pseudacris crucifer",NA,"New",NA,"93e1c849-e5cf-4f64-b376-5c6879db98e0","Adult",NA,"Male",NA,26.6,3.9,2.9,1,"2022-05-19-admin-pscr5","2022-05-19-admin-pscr5","2022-05-19-admin-pscr5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,12,"125258d2-62db-489a-b4f9-3b36698d3404","2022-05-19 21:12:42 EDT",NA,"Bag04","21:12:00",18,"Water",17.9,"68778835-4137-4a3a-8300-3fdcfbca25a7",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,512,"e1176308-929c-424e-84eb-1428b7e3b4b5","2022-05-20 05:56:30 UTC","Rana catesbeiana",NA,"Recapture",NA,"c1dcc31c-87eb-4537-9470-356e318b9b19",NA,NA,NA,NA,40.5,NA,NA,NA,"2022-05-19 admin raca#19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,36,"125258d2-62db-489a-b4f9-3b36698d3404","2022-05-19 21:12:42 EDT",NA,"Bag04","21:12:00",18,"Water",17.9,"68778835-4137-4a3a-8300-3fdcfbca25a7",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,512,"e1176308-929c-424e-84eb-1428b7e3b4b5","2022-05-20 05:56:30 UTC","Rana catesbeiana",NA,"Recapture",NA,"c1dcc31c-87eb-4537-9470-356e318b9b19",NA,NA,NA,NA,40.5,NA,NA,NA,"2022-05-19 admin raca#19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,12,"125258d2-62db-489a-b4f9-3b36698d3404","2022-05-19 21:12:42 EDT",NA,"Bag04","21:12:00",18,"Water",17.9,"68778835-4137-4a3a-8300-3fdcfbca25a7",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,512,"e1176308-929c-424e-84eb-1428b7e3b4b5","2022-05-20 05:56:30 UTC","Rana catesbeiana",NA,"Recapture",NA,"c1dcc31c-87eb-4537-9470-356e318b9b19",NA,NA,NA,NA,40.5,NA,NA,NA,"2022-05-19 admin raca#19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,36,"125258d2-62db-489a-b4f9-3b36698d3404","2022-05-19 21:12:42 EDT",NA,"Bag04","21:12:00",18,"Water",17.9,"68778835-4137-4a3a-8300-3fdcfbca25a7",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,512,"e1176308-929c-424e-84eb-1428b7e3b4b5","2022-05-20 05:56:30 UTC","Rana catesbeiana",NA,"Recapture",NA,"c1dcc31c-87eb-4537-9470-356e318b9b19",NA,NA,NA,NA,40.5,NA,NA,NA,"2022-05-19 admin raca#19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,13,"2a4da878-de3a-410f-b518-0b936bc98a54","2022-05-19 21:17:14 EDT",NA,"Bag07","21:17:00",18.2,"Water",18.2,"749377f6-be1b-41b1-855f-17048f501de4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,503,"6fd443ea-0d23-4d81-a2de-414ce7c17eff","2022-05-20 04:28:54 UTC","Rana catesbeiana",NA,"New",NA,"faf211aa-8c29-4516-b4a2-b4c430a26029","Juvenile",NA,"Unknown",NA,53,16.25,4.5,11.75,"2022-05-18-admin-raca10","2022-05-18-admin-raca10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,37,"2a4da878-de3a-410f-b518-0b936bc98a54","2022-05-19 21:17:14 EDT",NA,"Bag07","21:17:00",18.2,"Water",18.2,"749377f6-be1b-41b1-855f-17048f501de4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,503,"6fd443ea-0d23-4d81-a2de-414ce7c17eff","2022-05-20 04:28:54 UTC","Rana catesbeiana",NA,"New",NA,"faf211aa-8c29-4516-b4a2-b4c430a26029","Juvenile",NA,"Unknown",NA,53,16.25,4.5,11.75,"2022-05-18-admin-raca10","2022-05-18-admin-raca10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,13,"2a4da878-de3a-410f-b518-0b936bc98a54","2022-05-19 21:17:14 EDT",NA,"Bag07","21:17:00",18.2,"Water",18.2,"749377f6-be1b-41b1-855f-17048f501de4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,503,"6fd443ea-0d23-4d81-a2de-414ce7c17eff","2022-05-20 04:28:54 UTC","Rana catesbeiana",NA,"New",NA,"faf211aa-8c29-4516-b4a2-b4c430a26029","Juvenile",NA,"Unknown",NA,53,16.25,4.5,11.75,"2022-05-18-admin-raca10","2022-05-18-admin-raca10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",81,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 23:31:25 UTC","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,37,"2a4da878-de3a-410f-b518-0b936bc98a54","2022-05-19 21:17:14 EDT",NA,"Bag07","21:17:00",18.2,"Water",18.2,"749377f6-be1b-41b1-855f-17048f501de4",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,503,"6fd443ea-0d23-4d81-a2de-414ce7c17eff","2022-05-20 04:28:54 UTC","Rana catesbeiana",NA,"New",NA,"faf211aa-8c29-4516-b4a2-b4c430a26029","Juvenile",NA,"Unknown",NA,53,16.25,4.5,11.75,"2022-05-18-admin-raca10","2022-05-18-admin-raca10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,3,"e24f8aa0-ef58-4e14-ad56-c5122d76c3f9","2022-05-19 21:18:15 EDT",NA,"Bag16","21:18:00",18.2,"Tree/Log/Bush (Lower than 1m)",18.2,"16553888-75b0-452d-bf38-885f34809111",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,497,"19cbe238-01e7-484b-b888-0d1fe3a4d9cf","2022-05-20 03:30:51 UTC","Pseudacris crucifer",NA,"New",NA,"b524ad08-f189-4809-ad1c-4a185c022236","Adult",NA,"Male",NA,25.8,3.8,2.8,1,"2022-05-19-admin-pscr4","2022-05-19-admin-pscr4","2022-05-19-admin-pscr4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",3,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-19 21:08:19 EDT","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,57,"e24f8aa0-ef58-4e14-ad56-c5122d76c3f9","2022-05-19 21:18:15 EDT",NA,"Bag16","21:18:00",18.2,"Tree/Log/Bush (Lower than 1m)",18.2,"16553888-75b0-452d-bf38-885f34809111",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,497,"19cbe238-01e7-484b-b888-0d1fe3a4d9cf","2022-05-20 03:30:51 UTC","Pseudacris crucifer",NA,"New",NA,"b524ad08-f189-4809-ad1c-4a185c022236","Adult",NA,"Male",NA,25.8,3.8,2.8,1,"2022-05-19-admin-pscr4","2022-05-19-admin-pscr4","2022-05-19-admin-pscr4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,3,"e24f8aa0-ef58-4e14-ad56-c5122d76c3f9","2022-05-19 21:18:15 EDT",NA,"Bag16","21:18:00",18.2,"Tree/Log/Bush (Lower than 1m)",18.2,"16553888-75b0-452d-bf38-885f34809111",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,497,"19cbe238-01e7-484b-b888-0d1fe3a4d9cf","2022-05-20 03:30:51 UTC","Pseudacris crucifer",NA,"New",NA,"b524ad08-f189-4809-ad1c-4a185c022236","Adult",NA,"Male",NA,25.8,3.8,2.8,1,"2022-05-19-admin-pscr4","2022-05-19-admin-pscr4","2022-05-19-admin-pscr4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",82,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","2022-05-20 01:08:19 UTC","Brandon Hoenig",NA,"2022-05-19","Admin Pond","20:59:00","22:59:00",NA,57,"e24f8aa0-ef58-4e14-ad56-c5122d76c3f9","2022-05-19 21:18:15 EDT",NA,"Bag16","21:18:00",18.2,"Tree/Log/Bush (Lower than 1m)",18.2,"16553888-75b0-452d-bf38-885f34809111",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,497,"19cbe238-01e7-484b-b888-0d1fe3a4d9cf","2022-05-20 03:30:51 UTC","Pseudacris crucifer",NA,"New",NA,"b524ad08-f189-4809-ad1c-4a185c022236","Adult",NA,"Male",NA,25.8,3.8,2.8,1,"2022-05-19-admin-pscr4","2022-05-19-admin-pscr4","2022-05-19-admin-pscr4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2,"8322e922-3871-46bf-a73c-2fc4985876ba","2022-05-19 19:31:25 EDT","Emily Jolly",NA,"2022-05-19","Admin Pond","19:31:00","22:59:00",NA,14,"70f2f7d5-d0a0-42c8-b3f3-87251b50c5aa","2022-05-19 21:21:05 EDT",NA,"Bag10","21:21:00",18.2,"Water",18.3,"aa20fbe1-d1d2-4a84-a8cb-921132a752d0",22,"0f868ee9-f2cf-46f2-93c2-fdaa780b3bef","2022-05-20 00:55:56 UTC","Brandon Hoenig",NA,NA,508,"36cd19c7-4e68-410a-904e-d85d819242f9","2022-05-20 05:19:25 UTC","Rana catesbeiana",NA,"New",NA,"0ece465b-c22f-44ad-a2b3-60b66810106f","Juvenile",NA,"Unknown",NA,56.5,18.25,3.5,14.75,"2022-05-19 admin raca#15","2022-05-19 admin raca#15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
