fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,location,species,capture_date,cmr_id,cmr_id_other,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
79bcecb9-febd-4a36-af00-ca03aa68504d,2022-05-18 23:17:20 UTC,2022-05-18 23:17:27 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 23:17:43 UTC,2022-05-18 23:17:43 UTC,1,create,,,,41.621825884569766,-80.4547380572266,POINT (-80.4547380572266 41.621825884569766),09c643f8-33c0-43c6-a463-7111b24f3496,Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.2124804230407,4.931761792824436,3.0825740301939124,0.0,-1.0
79bcecb9-febd-4a36-af00-ca03aa68504d,2022-05-18 23:17:20 UTC,2022-05-18 23:17:27 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 23:17:43 UTC,2022-05-18 23:18:02 UTC,2,delete,,,,41.621825884569766,-80.4547380572266,POINT (-80.4547380572266 41.621825884569766),a261f3dc-fa12-40cb-88ea-0af251e2bcc9,Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.2124804230407,4.931761792824436,3.0825740301939124,0.0,-1.0
9278a4a4-7e7e-4b2c-925b-8fe6459369e4,2022-05-18 23:16:38 UTC,2022-05-18 23:16:44 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 23:17:43 UTC,2022-05-18 23:18:05 UTC,2,delete,,,,41.62175141812366,-80.45466931725682,POINT (-80.45466931725682 41.62175141812366),e0297bd7-b7a9-46ca-ad83-08c6b6cdb486,Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.43372893333435,5.028962677969819,2.921313303357835,0.0,-1.0
dff652e3-3d5a-4f8e-9ac3-825f7a3b0727,2022-05-18 23:21:04 UTC,2022-05-18 23:21:10 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 21:40:29 UTC,2022-05-19 21:40:29 UTC,1,create,,,,41.621667920073655,-80.45493861810469,POINT (-80.45493861810469 41.621667920073655),dc70409e-8c11-4e1a-b76d-b4bca0387286,Admin Pond,Rana catesbeiana,2022-05-18,A2,,312.4843545211479,24.663107918760446,7.491556663378022,1.0009956359863155,208.89291556358387
a28a0a3f-9ded-4d9e-a94b-e193f55322b7,2022-05-19 03:38:45 UTC,2022-05-19 03:44:47 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:19 UTC,2022-05-20 00:00:19 UTC,1,create,,,,41.6419047,-80.427984,POINT (-80.427984 41.6419047),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A2,,282.3999938964844,4.866,,,157.1323
b8dab5e4-b042-46a0-8915-b4a2b5a7cc0b,2022-05-19 06:55:19 UTC,2022-05-19 07:03:05 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:20 UTC,2022-05-20 00:00:20 UTC,1,create,,,,41.642015,-80.4280501,POINT (-80.4280501 41.642015),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A3,,282.3999938964844,1.716,,,179.94417
d57d7e3a-13e8-420b-8225-605cdd83c87c,2022-05-19 07:03:56 UTC,2022-05-19 07:08:23 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:20 UTC,2022-05-20 00:00:20 UTC,1,create,,,,41.64193,-80.4280983,POINT (-80.4280983 41.64193),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A4,,282.3999938964844,2.383,,,180.13939
dd43bef5-85d3-4ccc-b614-4a86ce80b0c4,2022-05-19 07:09:20 UTC,2022-05-19 07:13:48 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:20 UTC,2022-05-20 00:00:20 UTC,1,create,,,,41.6418888,-80.4281148,POINT (-80.4281148 41.6418888),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,B2B3,,282.3999938964844,8.68,,,16.563814
2ff33a28-b8b2-4bbe-9e47-b6e9e398ec10,2022-05-19 07:14:44 UTC,2022-05-19 07:16:48 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:21 UTC,2022-05-20 00:00:21 UTC,1,create,,,,41.6419767,-80.4281067,POINT (-80.4281067 41.6419767),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,B2,,282.3999938964844,1.6,,,63.644764
49e58964-2321-4f44-b73c-e5175ae1b952,2022-05-19 07:16:57 UTC,2022-05-19 07:19:14 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:21 UTC,2022-05-20 00:00:21 UTC,1,create,,,,41.6419332,-80.4280603,POINT (-80.4280603 41.6419332),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,B3,,282.3999938964844,1.98,,,298.19553
30dd0083-d964-449f-826c-06be424e5dcc,2022-05-19 07:20:37 UTC,2022-05-19 07:22:00 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:21 UTC,2022-05-20 00:00:21 UTC,1,create,,,,41.641997,-80.4279973,POINT (-80.4279973 41.641997),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,B4,,282.3999938964844,7.661,,,36.43672
f45dd78d-7a41-453a-8e4d-9026756900cc,2022-05-19 07:23:16 UTC,2022-05-19 07:25:39 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:21 UTC,2022-05-20 00:00:21 UTC,1,create,,,,41.6419217,-80.4280052,POINT (-80.4280052 41.6419217),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A2A3,,282.3999938964844,3.5,,,206.8679
f5e9f600-3eac-4b65-9857-f80710fc8c49,2022-05-19 07:25:48 UTC,2022-05-19 07:29:30 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:22 UTC,2022-05-20 00:00:22 UTC,1,create,,,,41.6418822,-80.4279342,POINT (-80.4279342 41.6418822),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A2A4,,282.3999938964844,2.3,,,172.78357
e3a5765a-8785-4564-bd2a-129ecb7e7dc2,2022-05-19 07:29:38 UTC,2022-05-19 07:33:11 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:22 UTC,2022-05-20 00:00:22 UTC,1,create,,,,41.6419606,-80.4280572,POINT (-80.4280572 41.6419606),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A3A4,,282.3999938964844,2.12,,,58.31256
12eeb9b5-5aee-49c2-8d99-42b48c982ad5,2022-05-19 07:33:20 UTC,2022-05-19 07:35:56 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,create,,,,41.6418886,-80.4280761,POINT (-80.4280761 41.6418886),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A2B2,,282.3999938964844,2.14,,,301.02148
fe0cc5f7-d57b-4b63-b95b-d0fd4bb44855,2022-05-19 07:36:05 UTC,2022-05-19 07:41:07 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,create,,,,41.6418945,-80.4280879,POINT (-80.4280879 41.6418945),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A2B3,,282.3999938964844,2.1,,,20.122458
fc52842b-d6d4-4f9b-8d57-8dfa8742b200,2022-05-19 07:41:15 UTC,2022-05-19 07:45:13 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,create,,,,41.6419619,-80.4280823,POINT (-80.4280823 41.6419619),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A2B4,,282.3999938964844,2.025,,,99.02758
a768ee4f-560b-4bd6-b6a3-45fe6c52ffaf,2022-05-19 07:45:22 UTC,2022-05-19 07:48:15 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,create,,,,41.6419048,-80.4280011,POINT (-80.4280011 41.6419048),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A3B2,,282.3999938964844,2.22,,,172.711
93ed65c4-470f-41b4-86a3-ef532595a753,2022-05-19 07:48:23 UTC,2022-05-19 07:51:51 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 00:00:23 UTC,1,create,,,,41.6419766,-80.4280161,POINT (-80.4280161 41.6419766),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana catesbeiana,2022-05-18,A3B3,,282.3999938964844,18.324,,,166.8619
de26eb8e-30ac-4926-aee6-a5656cb005a0,2022-05-19 07:52:01 UTC,2022-05-19 07:57:35 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:24 UTC,2022-05-20 00:00:24 UTC,1,create,,,,41.6419167,-80.428015,POINT (-80.428015 41.6419167),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana pipiens,2022-05-18,A3,,282.3999938964844,5.437,,,85.11603
ef78ee09-4888-406e-ad3c-0692ea9c6ca5,2022-05-19 07:54:52 UTC,2022-05-19 07:54:57 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:24 UTC,2022-05-20 00:00:24 UTC,1,create,,,,41.641975,-80.4280149,POINT (-80.4280149 41.641975),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana pipiens,2022-05-18,A2,,282.3999938964844,2.5,,,258.37372
60aa8635-cc0d-4275-9049-f74cd2be6ea4,2022-05-19 07:57:42 UTC,2022-05-19 07:59:29 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:25 UTC,2022-05-20 00:00:25 UTC,1,create,,,,41.6419192,-80.4280625,POINT (-80.4280625 41.6419192),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Rana pipiens,2022-05-18,A4,,282.3999938964844,2.45,,,355.7984
ab365a83-e2b4-420f-98a7-094e84c0683a,2022-05-19 07:59:36 UTC,2022-05-19 08:02:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:25 UTC,2022-05-20 00:00:25 UTC,1,create,,,,41.6418567,-80.4280958,POINT (-80.4280958 41.6418567),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Pseudacris crucifer,2022-05-18,A2,,282.3999938964844,14.757,,,309.96558
fcc88102-313d-4cad-a6cf-4082fb8b8c49,2022-05-19 08:02:23 UTC,2022-05-19 08:04:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:25 UTC,2022-05-20 00:00:25 UTC,1,create,,,,41.642043,-80.4279858,POINT (-80.4279858 41.642043),2bd108ab-1a31-4e53-9a63-d8fc5fd51751,Admin Pond,Pseudacris crucifer,2022-05-18,A3,,282.3999938964844,2.2,,,118.093666
fcc88102-313d-4cad-a6cf-4082fb8b8c49,2022-05-19 08:02:23 UTC,2022-05-20 15:16:56 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:25 UTC,2022-05-20 15:17:01 UTC,2,update,,,,41.642043,-80.4279858,POINT (-80.4279858 41.642043),2fc39121-8471-494d-ba9e-8493adffa1d6,Admin Pond,Pseudacris crucifer,2022-05-18,A3,,282.3999938964844,2.2,,,118.093666
fe0cc5f7-d57b-4b63-b95b-d0fd4bb44855,2022-05-19 07:36:05 UTC,2022-05-20 15:17:07 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 00:00:23 UTC,2022-05-20 15:17:15 UTC,2,update,,,,41.6418945,-80.4280879,POINT (-80.4280879 41.6418945),fe3ffe3f-cde4-4749-b5f9-406a1faa0f5d,Admin Pond,Rana catesbeiana,2022-05-18,A2B3,,282.3999938964844,2.1,,,20.122458
2eb1d0b4-9396-4257-9b86-6ec4556a6c3e,2022-05-20 04:38:58 UTC,2022-05-20 04:42:05 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:03 UTC,2022-05-20 16:53:03 UTC,1,create,,,,41.6419034,-80.4280334,POINT (-80.4280334 41.6419034),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,Rana catesbeiana,2022-05-19,A2A4,,282.3999938964844,2.1,,,293.2363
ecf4f86d-c80d-4dca-8844-8415f8720a60,2022-05-20 04:48:15 UTC,2022-05-20 04:51:00 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:03 UTC,2022-05-20 16:53:03 UTC,1,create,,,,41.6419592,-80.4280412,POINT (-80.4280412 41.6419592),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,Rana catesbeiana,2022-05-19,A3B4,,282.3999938964844,3.788,,,325.6845
ce63171b-8e98-40fe-a62f-9561391bb8a4,2022-05-20 04:52:01 UTC,2022-05-20 04:54:00 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:04 UTC,2022-05-20 16:53:04 UTC,1,create,,,,41.6419333,-80.4279685,POINT (-80.4279685 41.6419333),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,Rana catesbeiana,2022-05-19,A4B2,,282.3999938964844,2.133,,,149.05908
43d7f751-26b8-4ff2-9d67-0ca3ed089e4b,2022-05-20 04:54:46 UTC,2022-05-20 04:57:57 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:04 UTC,2022-05-20 16:53:04 UTC,1,create,,,,41.6419217,-80.428012,POINT (-80.428012 41.6419217),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,Rana catesbeiana,2022-05-19,A4B3,,295.5,2.2,,,164.77846
faf211aa-8c29-4516-b4a2-b4c430a26029,2022-05-20 04:58:04 UTC,2022-05-20 05:00:18 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:04 UTC,2022-05-20 16:53:04 UTC,1,create,,,,41.6419283,-80.4280601,POINT (-80.4280601 41.6419283),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,Rana catesbeiana,2022-05-19,A4B4,,282.3999938964844,2.42,,,225.12369
9223dad1-06dd-4544-8f6c-c1097c404dcd,2022-05-20 05:00:51 UTC,2022-05-20 05:01:55 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,create,,,,41.6419026,-80.4280486,POINT (-80.4280486 41.6419026),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,Rana catesbeiana,2022-05-19,B2B4,,282.3999938964844,1.5,,,143.87044
77e70f11-73df-48ae-a528-7f6aa000eac9,2022-05-20 05:11:30 UTC,2022-05-20 05:55:16 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,create,,,,41.6419598,-80.4281242,POINT (-80.4281242 41.6419598),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,,2022-05-19,B3B4,,282.3999938964844,12.995,,,180.0
cd015c34-b17f-45de-bebc-972aff09cf68,2022-05-20 05:13:41 UTC,2022-05-20 05:18:03 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,create,,,,41.6418735,-80.4280264,POINT (-80.4280264 41.6418735),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,,2022-05-19,A2C4,,282.3999938964844,2.125,,,129.11543
0ece465b-c22f-44ad-a2b3-60b66810106f,2022-05-20 05:19:39 UTC,2022-05-20 05:19:50 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,create,,,,41.641914,-80.4280833,POINT (-80.4280833 41.641914),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,,2022-05-19,A3C4,,294.7,2.15,,,191.4324
2ba9fae2-7489-4889-949d-7169c7bb974e,2022-05-20 05:24:18 UTC,2022-05-20 05:24:34 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:05 UTC,2022-05-20 16:53:05 UTC,1,create,,,,41.6419441,-80.4280283,POINT (-80.4280283 41.6419441),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,,2022-05-19,A4C4,,282.3999938964844,3.566,,,337.7335
872ccfa8-29df-44e6-b4a4-49f6bd83a3f6,2022-05-20 05:28:16 UTC,2022-05-20 05:28:33 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:06 UTC,2022-05-20 16:53:06 UTC,1,create,,,,41.6419123,-80.4280671,POINT (-80.4280671 41.6419123),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,,2022-05-19,B2C4,,282.3999938964844,2.1,,,40.207
c41fcf0a-adbf-4d4e-b604-d5887b7f0c77,2022-05-20 05:32:45 UTC,2022-05-20 05:32:51 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:06 UTC,2022-05-20 16:53:06 UTC,1,create,,,,41.6419083,-80.4279879,POINT (-80.4279879 41.6419083),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,,2022-05-19,B2,,282.3999938964844,2.4,,,223.7058
4bf16a1b-53e3-4bd9-a7f3-5ce95b789758,2022-05-20 05:34:59 UTC,2022-05-20 05:35:12 UTC,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 16:53:06 UTC,2022-05-20 16:53:06 UTC,1,create,,,,41.6419067,-80.42809,POINT (-80.42809 41.6419067),2b2c1b60-fc80-4d6e-b061-c203476fb1b0,Admin Pond,,2022-05-19,B3,,283.5,1.933,,,270.0
