fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,location,species,capture_date,cmr_id,cmr_id_other,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
9c68adc1-45dc-4600-99cf-96a5728b6e8e,2022-05-04 15:35:28 EDT,2022-05-04 15:35:37 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-05 12:11:30 EDT,2022-05-05 12:11:30 EDT,1,create,,,,41.5708753,-80.4558144,POINT (-80.4558144 41.5708753),,,2022-05-04,,,353.75429538032864,11.225,,,0.0
9c68adc1-45dc-4600-99cf-96a5728b6e8e,2022-05-04 15:35:28 EDT,2022-05-04 15:35:37 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-05 12:11:30 EDT,2022-05-05 12:42:31 EDT,2,delete,,,,41.5708753,-80.4558144,POINT (-80.4558144 41.5708753),,,2022-05-04,,,353.75429538032864,11.225,,,0.0
78690712-b6ca-449e-b056-8b7cced70efc,2022-05-05 13:02:56 EDT,2022-05-05 13:03:02 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-10 12:28:42 EDT,2022-05-10 12:28:42 EDT,1,create,,,,41.62197618271828,-80.45438083114375,POINT (-80.45438083114375 41.62197618271828),,,2022-05-05,,,310.84739709366113,8.247399028456549,0.9955418807087746,0.33152035915682737,-1.0
78690712-b6ca-449e-b056-8b7cced70efc,2022-05-05 13:02:56 EDT,2022-05-05 13:03:02 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-10 12:28:42 EDT,2022-05-10 12:29:09 EDT,2,delete,,,,41.62197618271828,-80.45438083114375,POINT (-80.45438083114375 41.62197618271828),,,2022-05-05,,,310.84739709366113,8.247399028456549,0.9955418807087746,0.33152035915682737,-1.0
9278a4a4-7e7e-4b2c-925b-8fe6459369e4,2022-05-18 19:16:38 EDT,2022-05-18 19:16:44 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 19:17:43 EDT,2022-05-18 19:17:43 EDT,1,create,,,,41.62175141812366,-80.45466931725682,POINT (-80.45466931725682 41.62175141812366),Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.43372893333435,5.028962677969819,2.921313303357835,0.0,-1.0
79bcecb9-febd-4a36-af00-ca03aa68504d,2022-05-18 19:17:20 EDT,2022-05-18 19:17:27 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 19:17:43 EDT,2022-05-18 19:17:43 EDT,1,create,,,,41.621825884569766,-80.4547380572266,POINT (-80.4547380572266 41.621825884569766),Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.2124804230407,4.931761792824436,3.0825740301939124,0.0,-1.0
79bcecb9-febd-4a36-af00-ca03aa68504d,2022-05-18 19:17:20 EDT,2022-05-18 19:17:27 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 19:17:43 EDT,2022-05-18 19:18:02 EDT,2,delete,,,,41.621825884569766,-80.4547380572266,POINT (-80.4547380572266 41.621825884569766),Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.2124804230407,4.931761792824436,3.0825740301939124,0.0,-1.0
9278a4a4-7e7e-4b2c-925b-8fe6459369e4,2022-05-18 19:16:38 EDT,2022-05-18 19:16:44 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-18 19:17:43 EDT,2022-05-18 19:18:05 EDT,2,delete,,,,41.62175141812366,-80.45466931725682,POINT (-80.45466931725682 41.62175141812366),Admin Pond,Rana catesbeiana,2022-05-18,A2,,311.43372893333435,5.028962677969819,2.921313303357835,0.0,-1.0
dff652e3-3d5a-4f8e-9ac3-825f7a3b0727,2022-05-18 19:21:04 EDT,2022-05-18 19:21:10 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 17:40:29 EDT,2022-05-19 17:40:29 EDT,1,create,,,,41.621667920073655,-80.45493861810469,POINT (-80.45493861810469 41.621667920073655),Admin Pond,Rana catesbeiana,2022-05-18,A2,,312.4843545211479,24.663107918760446,7.491556663378022,1.0009956359863155,208.89291556358387
a28a0a3f-9ded-4d9e-a94b-e193f55322b7,2022-05-18 23:38:45 EDT,2022-05-18 23:44:47 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:19 EDT,2022-05-19 20:00:19 EDT,1,create,,,,41.6419047,-80.427984,POINT (-80.427984 41.6419047),Admin Pond,Rana catesbeiana,2022-05-18,A2,,282.3999938964844,4.866,,,157.1323
b8dab5e4-b042-46a0-8915-b4a2b5a7cc0b,2022-05-19 02:55:19 EDT,2022-05-19 03:03:05 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:20 EDT,2022-05-19 20:00:20 EDT,1,create,,,,41.642015,-80.4280501,POINT (-80.4280501 41.642015),Admin Pond,Rana catesbeiana,2022-05-18,A3,,282.3999938964844,1.716,,,179.94417
d57d7e3a-13e8-420b-8225-605cdd83c87c,2022-05-19 03:03:56 EDT,2022-05-19 03:08:23 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:20 EDT,2022-05-19 20:00:20 EDT,1,create,,,,41.64193,-80.4280983,POINT (-80.4280983 41.64193),Admin Pond,Rana catesbeiana,2022-05-18,A4,,282.3999938964844,2.383,,,180.13939
dd43bef5-85d3-4ccc-b614-4a86ce80b0c4,2022-05-19 03:09:20 EDT,2022-05-19 03:13:48 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:20 EDT,2022-05-19 20:00:20 EDT,1,create,,,,41.6418888,-80.4281148,POINT (-80.4281148 41.6418888),Admin Pond,Rana catesbeiana,2022-05-18,B2B3,,282.3999938964844,8.68,,,16.563814
2ff33a28-b8b2-4bbe-9e47-b6e9e398ec10,2022-05-19 03:14:44 EDT,2022-05-19 03:16:48 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:21 EDT,2022-05-19 20:00:21 EDT,1,create,,,,41.6419767,-80.4281067,POINT (-80.4281067 41.6419767),Admin Pond,Rana catesbeiana,2022-05-18,B2,,282.3999938964844,1.6,,,63.644764
49e58964-2321-4f44-b73c-e5175ae1b952,2022-05-19 03:16:57 EDT,2022-05-19 03:19:14 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:21 EDT,2022-05-19 20:00:21 EDT,1,create,,,,41.6419332,-80.4280603,POINT (-80.4280603 41.6419332),Admin Pond,Rana catesbeiana,2022-05-18,B3,,282.3999938964844,1.98,,,298.19553
30dd0083-d964-449f-826c-06be424e5dcc,2022-05-19 03:20:37 EDT,2022-05-19 03:22:00 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:21 EDT,2022-05-19 20:00:21 EDT,1,create,,,,41.641997,-80.4279973,POINT (-80.4279973 41.641997),Admin Pond,Rana catesbeiana,2022-05-18,B4,,282.3999938964844,7.661,,,36.43672
f45dd78d-7a41-453a-8e4d-9026756900cc,2022-05-19 03:23:16 EDT,2022-05-19 03:25:39 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:21 EDT,2022-05-19 20:00:21 EDT,1,create,,,,41.6419217,-80.4280052,POINT (-80.4280052 41.6419217),Admin Pond,Rana catesbeiana,2022-05-18,A2A3,,282.3999938964844,3.5,,,206.8679
f5e9f600-3eac-4b65-9857-f80710fc8c49,2022-05-19 03:25:48 EDT,2022-05-19 03:29:30 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:22 EDT,2022-05-19 20:00:22 EDT,1,create,,,,41.6418822,-80.4279342,POINT (-80.4279342 41.6418822),Admin Pond,Rana catesbeiana,2022-05-18,A2A4,,282.3999938964844,2.3,,,172.78357
e3a5765a-8785-4564-bd2a-129ecb7e7dc2,2022-05-19 03:29:38 EDT,2022-05-19 03:33:11 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:22 EDT,2022-05-19 20:00:22 EDT,1,create,,,,41.6419606,-80.4280572,POINT (-80.4280572 41.6419606),Admin Pond,Rana catesbeiana,2022-05-18,A3A4,,282.3999938964844,2.12,,,58.31256
12eeb9b5-5aee-49c2-8d99-42b48c982ad5,2022-05-19 03:33:20 EDT,2022-05-19 03:35:56 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:23 EDT,2022-05-19 20:00:23 EDT,1,create,,,,41.6418886,-80.4280761,POINT (-80.4280761 41.6418886),Admin Pond,Rana catesbeiana,2022-05-18,A2B2,,282.3999938964844,2.14,,,301.02148
fe0cc5f7-d57b-4b63-b95b-d0fd4bb44855,2022-05-19 03:36:05 EDT,2022-05-19 03:41:07 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:23 EDT,2022-05-19 20:00:23 EDT,1,create,,,,41.6418945,-80.4280879,POINT (-80.4280879 41.6418945),Admin Pond,Rana catesbeiana,2022-05-18,A2B3,,282.3999938964844,2.1,,,20.122458
fc52842b-d6d4-4f9b-8d57-8dfa8742b200,2022-05-19 03:41:15 EDT,2022-05-19 03:45:13 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:23 EDT,2022-05-19 20:00:23 EDT,1,create,,,,41.6419619,-80.4280823,POINT (-80.4280823 41.6419619),Admin Pond,Rana catesbeiana,2022-05-18,A2B4,,282.3999938964844,2.025,,,99.02758
a768ee4f-560b-4bd6-b6a3-45fe6c52ffaf,2022-05-19 03:45:22 EDT,2022-05-19 03:48:15 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:23 EDT,2022-05-19 20:00:23 EDT,1,create,,,,41.6419048,-80.4280011,POINT (-80.4280011 41.6419048),Admin Pond,Rana catesbeiana,2022-05-18,A3B2,,282.3999938964844,2.22,,,172.711
93ed65c4-470f-41b4-86a3-ef532595a753,2022-05-19 03:48:23 EDT,2022-05-19 03:51:51 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:23 EDT,2022-05-19 20:00:23 EDT,1,create,,,,41.6419766,-80.4280161,POINT (-80.4280161 41.6419766),Admin Pond,Rana catesbeiana,2022-05-18,A3B3,,282.3999938964844,18.324,,,166.8619
de26eb8e-30ac-4926-aee6-a5656cb005a0,2022-05-19 03:52:01 EDT,2022-05-19 03:57:35 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:24 EDT,2022-05-19 20:00:24 EDT,1,create,,,,41.6419167,-80.428015,POINT (-80.428015 41.6419167),Admin Pond,Rana pipiens,2022-05-18,A3,,282.3999938964844,5.437,,,85.11603
ef78ee09-4888-406e-ad3c-0692ea9c6ca5,2022-05-19 03:54:52 EDT,2022-05-19 03:54:57 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:24 EDT,2022-05-19 20:00:24 EDT,1,create,,,,41.641975,-80.4280149,POINT (-80.4280149 41.641975),Admin Pond,Rana pipiens,2022-05-18,A2,,282.3999938964844,2.5,,,258.37372
60aa8635-cc0d-4275-9049-f74cd2be6ea4,2022-05-19 03:57:42 EDT,2022-05-19 03:59:29 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:25 EDT,2022-05-19 20:00:25 EDT,1,create,,,,41.6419192,-80.4280625,POINT (-80.4280625 41.6419192),Admin Pond,Rana pipiens,2022-05-18,A4,,282.3999938964844,2.45,,,355.7984
ab365a83-e2b4-420f-98a7-094e84c0683a,2022-05-19 03:59:36 EDT,2022-05-19 04:02:16 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:25 EDT,2022-05-19 20:00:25 EDT,1,create,,,,41.6418567,-80.4280958,POINT (-80.4280958 41.6418567),Admin Pond,Pseudacris crucifer,2022-05-18,A2,,282.3999938964844,14.757,,,309.96558
fcc88102-313d-4cad-a6cf-4082fb8b8c49,2022-05-19 04:02:23 EDT,2022-05-19 04:04:16 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:25 EDT,2022-05-19 20:00:25 EDT,1,create,,,,41.642043,-80.4279858,POINT (-80.4279858 41.642043),Admin Pond,Pseudacris crucifer,2022-05-18,A3,,282.3999938964844,2.2,,,118.093666
fcc88102-313d-4cad-a6cf-4082fb8b8c49,2022-05-19 04:02:23 EDT,2022-05-20 11:16:56 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:25 EDT,2022-05-20 11:17:01 EDT,2,update,,,,41.642043,-80.4279858,POINT (-80.4279858 41.642043),Admin Pond,Pseudacris crucifer,2022-05-18,A3,,282.3999938964844,2.2,,,118.093666
fe0cc5f7-d57b-4b63-b95b-d0fd4bb44855,2022-05-19 03:36:05 EDT,2022-05-20 11:17:07 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-19 20:00:23 EDT,2022-05-20 11:17:15 EDT,2,update,,,,41.6418945,-80.4280879,POINT (-80.4280879 41.6418945),Admin Pond,Rana catesbeiana,2022-05-18,A2B3,,282.3999938964844,2.1,,,20.122458
2eb1d0b4-9396-4257-9b86-6ec4556a6c3e,2022-05-20 00:38:58 EDT,2022-05-20 00:42:05 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:03 EDT,2022-05-20 12:53:03 EDT,1,create,,,,41.6419034,-80.4280334,POINT (-80.4280334 41.6419034),Admin Pond,Rana catesbeiana,2022-05-19,A2A4,,282.3999938964844,2.1,,,293.2363
ecf4f86d-c80d-4dca-8844-8415f8720a60,2022-05-20 00:48:15 EDT,2022-05-20 00:51:00 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:03 EDT,2022-05-20 12:53:03 EDT,1,create,,,,41.6419592,-80.4280412,POINT (-80.4280412 41.6419592),Admin Pond,Rana catesbeiana,2022-05-19,A3B4,,282.3999938964844,3.788,,,325.6845
ce63171b-8e98-40fe-a62f-9561391bb8a4,2022-05-20 00:52:01 EDT,2022-05-20 00:54:00 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:04 EDT,2022-05-20 12:53:04 EDT,1,create,,,,41.6419333,-80.4279685,POINT (-80.4279685 41.6419333),Admin Pond,Rana catesbeiana,2022-05-19,A4B2,,282.3999938964844,2.133,,,149.05908
43d7f751-26b8-4ff2-9d67-0ca3ed089e4b,2022-05-20 00:54:46 EDT,2022-05-20 00:57:57 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:04 EDT,2022-05-20 12:53:04 EDT,1,create,,,,41.6419217,-80.428012,POINT (-80.428012 41.6419217),Admin Pond,Rana catesbeiana,2022-05-19,A4B3,,295.5,2.2,,,164.77846
faf211aa-8c29-4516-b4a2-b4c430a26029,2022-05-20 00:58:04 EDT,2022-05-20 01:00:18 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:04 EDT,2022-05-20 12:53:04 EDT,1,create,,,,41.6419283,-80.4280601,POINT (-80.4280601 41.6419283),Admin Pond,Rana catesbeiana,2022-05-19,A4B4,,282.3999938964844,2.42,,,225.12369
9223dad1-06dd-4544-8f6c-c1097c404dcd,2022-05-20 01:00:51 EDT,2022-05-20 01:01:55 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:05 EDT,2022-05-20 12:53:05 EDT,1,create,,,,41.6419026,-80.4280486,POINT (-80.4280486 41.6419026),Admin Pond,Rana catesbeiana,2022-05-19,B2B4,,282.3999938964844,1.5,,,143.87044
77e70f11-73df-48ae-a528-7f6aa000eac9,2022-05-20 01:11:30 EDT,2022-05-20 01:55:16 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:05 EDT,2022-05-20 12:53:05 EDT,1,create,,,,41.6419598,-80.4281242,POINT (-80.4281242 41.6419598),Admin Pond,,2022-05-19,B3B4,,282.3999938964844,12.995,,,180.0
cd015c34-b17f-45de-bebc-972aff09cf68,2022-05-20 01:13:41 EDT,2022-05-20 01:18:03 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:05 EDT,2022-05-20 12:53:05 EDT,1,create,,,,41.6418735,-80.4280264,POINT (-80.4280264 41.6418735),Admin Pond,,2022-05-19,A2C4,,282.3999938964844,2.125,,,129.11543
0ece465b-c22f-44ad-a2b3-60b66810106f,2022-05-20 01:19:39 EDT,2022-05-20 01:19:50 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:05 EDT,2022-05-20 12:53:05 EDT,1,create,,,,41.641914,-80.4280833,POINT (-80.4280833 41.641914),Admin Pond,,2022-05-19,A3C4,,294.7,2.15,,,191.4324
2ba9fae2-7489-4889-949d-7169c7bb974e,2022-05-20 01:24:18 EDT,2022-05-20 01:24:34 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:05 EDT,2022-05-20 12:53:05 EDT,1,create,,,,41.6419441,-80.4280283,POINT (-80.4280283 41.6419441),Admin Pond,,2022-05-19,A4C4,,282.3999938964844,3.566,,,337.7335
872ccfa8-29df-44e6-b4a4-49f6bd83a3f6,2022-05-20 01:28:16 EDT,2022-05-20 01:28:33 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:06 EDT,2022-05-20 12:53:06 EDT,1,create,,,,41.6419123,-80.4280671,POINT (-80.4280671 41.6419123),Admin Pond,,2022-05-19,B2C4,,282.3999938964844,2.1,,,40.207
c41fcf0a-adbf-4d4e-b604-d5887b7f0c77,2022-05-20 01:32:45 EDT,2022-05-20 01:32:51 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:06 EDT,2022-05-20 12:53:06 EDT,1,create,,,,41.6419083,-80.4279879,POINT (-80.4279879 41.6419083),Admin Pond,,2022-05-19,B2,,282.3999938964844,2.4,,,223.7058
4bf16a1b-53e3-4bd9-a7f3-5ce95b789758,2022-05-20 01:34:59 EDT,2022-05-20 01:35:12 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:06 EDT,2022-05-20 12:53:06 EDT,1,create,,,,41.6419067,-80.42809,POINT (-80.42809 41.6419067),Admin Pond,,2022-05-19,B3,,283.5,1.933,,,270.0
c66d5bf6-5dd6-484d-9579-057a979982d0,2022-05-20 01:35:32 EDT,2022-05-20 01:35:36 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:07 EDT,2022-05-20 12:53:07 EDT,1,create,,,,41.6418473,-80.4281676,POINT (-80.4281676 41.6418473),Admin Pond,,2022-05-19,B4,,282.3999938964844,11.657,,,346.4167
b04f061e-2f17-4b86-971f-620d3a7e7e13,2022-05-20 01:38:53 EDT,2022-05-20 01:38:58 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:07 EDT,2022-05-20 12:53:07 EDT,1,create,,,,41.6419067,-80.4280367,POINT (-80.4280367 41.6419067),Admin Pond,,2022-05-19,A4,,285.2,1.5,,,30.43365
93e1c849-e5cf-4f64-b376-5c6879db98e0,2022-05-20 01:39:59 EDT,2022-05-20 01:40:12 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:07 EDT,2022-05-20 12:53:07 EDT,1,create,,,,41.6419501,-80.4280719,POINT (-80.4280719 41.6419501),Admin Pond,,2022-05-19,A4,,282.3999938964844,1.55,,,176.455
b524ad08-f189-4809-ad1c-4a185c022236,2022-05-20 01:40:29 EDT,2022-05-20 01:40:32 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:07 EDT,2022-05-20 12:53:07 EDT,1,create,,,,41.6419324,-80.4280103,POINT (-80.4280103 41.6419324),Admin Pond,,2022-05-19,B2,,282.3999938964844,1.966,,,44.319225
1a7147a3-ba34-4098-b308-aba3ae980dbf,2022-05-20 01:41:57 EDT,2022-05-20 01:42:04 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:08 EDT,2022-05-20 12:53:08 EDT,1,create,,,,41.641861,-80.4280005,POINT (-80.4280005 41.641861),Admin Pond,,2022-05-19,B3,,282.3999938964844,2.483,,,213.93106
a0841d0b-1197-4fef-beaf-e14eb80f4fcd,2022-05-20 01:46:53 EDT,2022-05-20 01:47:05 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:08 EDT,2022-05-20 12:53:08 EDT,1,create,,,,41.6418738,-80.4281031,POINT (-80.4281031 41.6418738),Admin Pond,Rana catesbeiana,2022-05-19,A2A3,,282.3999938964844,1.74,,,126.97772
c1dcc31c-87eb-4537-9470-356e318b9b19,2022-05-20 01:56:47 EDT,2022-05-20 01:56:56 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:08 EDT,2022-05-20 12:53:08 EDT,1,create,,,,41.6418575,-80.4282843,POINT (-80.4282843 41.6418575),Admin Pond,,2022-05-19,A2,,282.3999938964844,2.266,,,194.644
f060d7d9-b62f-4ae9-8d65-cf524a94a307,2022-05-20 01:59:44 EDT,2022-05-20 01:59:49 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:08 EDT,2022-05-20 12:53:08 EDT,1,create,,,,41.6419078,-80.4281006,POINT (-80.4281006 41.6419078),Admin Pond,,2022-05-19,A4,,282.3999938964844,2.14,,,285.5288
903d8341-b574-404e-8659-6a7323041bbe,2022-05-20 02:05:43 EDT,2022-05-20 02:07:37 EDT,bdh64@pitt.edu,bdh64@pitt.edu,2022-05-20 12:53:09 EDT,2022-05-20 12:53:09 EDT,1,create,,,,41.6419667,-80.42811,POINT (-80.42811 41.6419667),Admin Pond,,2022-05-19,,A1A2,282.3999938964844,1.9,,,0.012029745
